st_case,crashdate,state,statename,countyname,totalvehicles,fatals,persons,peds
10686,12/11/2014 10:45 AM,1,Alabama,PICKENS (107),1,1,2,0
10687,12/12/2014 4:19 PM,1,Alabama,MORGAN (103),1,1,1,0
10688,12/12/2014 10:20 PM,1,Alabama,MOBILE (97),2,1,2,0
10689,12/12/2014 10:45 PM,1,Alabama,MOBILE (97),1,1,1,1
10690,12/13/2014 12:30 AM,1,Alabama,MOBILE (97),1,1,1,0
10691,12/14/2014 1:40 PM,1,Alabama,CRENSHAW (41),3,1,5,0
10692,12/15/2014 5:25 PM,1,Alabama,TALLADEGA (121),1,1,1,0
10693,12/16/2014 1:44 AM,1,Alabama,CALHOUN (15),1,1,1,0
10694,12/15/2014 5:56 PM,1,Alabama,JACKSON (71),1,1,1,1
10695,12/17/2014 1:45 PM,1,Alabama,TALLADEGA (121),1,2,3,0
10696,12/14/2014 12:48 AM,1,Alabama,MACON (87),2,2,5,0
10697,11/25/2014 9:35 PM,1,Alabama,MONTGOMERY (101),1,1,1,1
10698,12/15/2014 9:15 AM,1,Alabama,MONTGOMERY (101),2,1,5,0
10699,12/16/2014 11:39 PM,1,Alabama,DEKALB (49),2,1,2,0
10700,12/18/2014 8:50 PM,1,Alabama,MOBILE (97),4,1,8,0
10701,12/4/2014 12:06 AM,1,Alabama,MORGAN (103),1,1,1,1
10702,12/8/2014 10:05 PM,1,Alabama,LAUDERDALE (77),1,1,4,0
10703,12/9/2014 5:20 PM,1,Alabama,BALDWIN (3),2,1,3,0
10704,12/12/2014 9:19 PM,1,Alabama,CLARKE (25),2,1,3,0
10705,12/16/2014 3:00 PM,1,Alabama,ELMORE (51),2,1,3,0
10706,12/16/2014 7:30 PM,1,Alabama,MOBILE (97),1,1,1,1
10707,12/16/2014 5:26 PM,1,Alabama,MOBILE (97),2,1,2,0
10708,12/19/2014 12:52 PM,1,Alabama,CULLMAN (43),2,1,3,0
10709,12/19/2014 9:40 PM,1,Alabama,TALLADEGA (121),2,1,2,0
10710,12/19/2014 11:20 PM,1,Alabama,MOBILE (97),1,1,1,1
10711,12/20/2014 2:15 AM,1,Alabama,MARENGO (91),1,1,1,1
10712,12/20/2014 11:00 AM,1,Alabama,MOBILE (97),1,1,1,0
10713,12/21/2014 9:20 PM,1,Alabama,SHELBY (117),1,1,1,1
10714,12/18/2014 5:30 AM,1,Alabama,JEFFERSON (73),1,1,1,1
10715,12/23/2014 5:50 PM,1,Alabama,TUSCALOOSA (125),2,1,2,0
10716,12/27/2014 5:25 PM,1,Alabama,RANDOLPH (111),1,1,2,0
10717,12/8/2014 7:48 PM,1,Alabama,JEFFERSON (73),1,1,1,1
10718,12/18/2014 4:40 PM,1,Alabama,RUSSELL (113),3,2,5,0
10719,12/17/2014 2:40 AM,1,Alabama,MOBILE (97),2,1,7,0
10720,12/4/2014 1:38 AM,1,Alabama,HOUSTON (69),1,1,2,0
10721,12/16/2014 8:05 AM,1,Alabama,MONTGOMERY (101),2,1,4,0
10722,12/16/2014 12:05 AM,1,Alabama,MARENGO (91),1,1,1,1
10723,12/18/2014 11:00 PM,1,Alabama,ST. CLAIR (115),1,1,3,0
10724,12/21/2014 8:10 AM,1,Alabama,COOSA (37),1,1,1,0
10725,11/29/2014 7:10 PM,1,Alabama,JEFFERSON (73),5,1,5,1
10726,12/24/2014 5:10 PM,1,Alabama,CONECUH (35),1,1,1,0
10727,12/26/2014 2:57 AM,1,Alabama,HOUSTON (69),1,1,2,0
10728,12/27/2014 3:30 AM,1,Alabama,HOUSTON (69),1,1,1,0
10729,12/29/2014 10:40 AM,1,Alabama,MARENGO (91),1,1,1,0
10730,12/29/2014 5:30 PM,1,Alabama,LIMESTONE (83),1,1,1,0
10731,12/5/2014 2:30 PM,1,Alabama,JEFFERSON (73),1,1,1,0
10732,11/22/2014 2:24 PM,1,Alabama,LEE (81),1,1,1,1
10733,12/31/2014 12:30 AM,1,Alabama,COOSA (37),2,3,4,0
10734,12/30/2014 5:30 AM,1,Alabama,HOUSTON (69),2,1,2,0
10735,12/30/2014 4:50 AM,1,Alabama,MACON (87),2,1,5,0
10736,1/9/2014 3:46 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10738,7/19/2014 3:45 PM,1,Alabama,DALLAS (47),1,1,1,0
10739,9/26/2014 9:00 PM,1,Alabama,RANDOLPH (111),1,1,1,0
10740,11/5/2014 6:48 AM,1,Alabama,ELMORE (51),1,1,1,1
10741,12/20/2014 4:52 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10742,12/11/2014 10:00 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10743,12/27/2014 12:52 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10744,5/4/2014 7:30 PM,1,Alabama,JEFFERSON (73),1,1,1,0
10745,4/12/2014 3:45 AM,1,Alabama,WILCOX (131),1,1,1,0
10746,5/9/2014 1:30 AM,1,Alabama,JEFFERSON (73),2,1,2,0
10747,1/3/2014 9:38 PM,1,Alabama,JEFFERSON (73),2,1,4,0
10748,2/9/2014 6:09 PM,1,Alabama,JEFFERSON (73),1,1,2,1
10749,1/2/2014 2:20 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10750,11/28/2014 1:08 AM,1,Alabama,SUMTER (119),1,1,1,0
10751,2/28/2014 12:00 PM,1,Alabama,JEFFERSON (73),1,1,2,0
10752,9/17/2014 8:57 PM,1,Alabama,COVINGTON (39),1,1,1,1
10753,1/1/0001 12:00 AM,1,Alabama,ESCAMBIA (53),1,1,1,0
10001,1/1/2015 2:40 AM,1,Alabama,WALKER (127),1,1,1,0
10002,1/1/2015 10:13 PM,1,Alabama,LIMESTONE (83),1,1,1,0
10003,1/1/2015 1:25 AM,1,Alabama,BULLOCK (11),1,1,2,0
10004,1/4/2015 12:57 AM,1,Alabama,DALE (45),1,1,1,0
10005,1/7/2015 7:09 AM,1,Alabama,DALE (45),2,1,2,0
10006,1/8/2015 9:59 AM,1,Alabama,RANDOLPH (111),1,1,2,0
10007,1/8/2015 6:33 PM,1,Alabama,MADISON (89),1,1,2,0
10008,1/3/2015 9:30 PM,1,Alabama,JEFFERSON (73),1,1,1,1
10009,1/13/2015 8:00 AM,1,Alabama,SHELBY (117),1,1,1,0
10010,1/5/2015 6:45 PM,1,Alabama,COLBERT (33),2,1,2,0
10011,1/7/2015 8:55 PM,1,Alabama,LIMESTONE (83),2,1,2,0
10012,1/9/2015 6:35 AM,1,Alabama,MARSHALL (95),3,1,6,0
10013,1/10/2015 10:55 AM,1,Alabama,MACON (87),1,1,1,0
10014,1/11/2015 6:13 AM,1,Alabama,BULLOCK (11),1,1,1,0
10015,1/11/2015 8:30 AM,1,Alabama,WALKER (127),1,1,1,0
10016,1/13/2015 5:20 PM,1,Alabama,LEE (81),2,1,2,0
10017,1/14/2015 2:40 PM,1,Alabama,MOBILE (97),1,1,1,0
10018,1/16/2015 7:15 PM,1,Alabama,AUTAUGA (1),1,1,2,0
10019,1/19/2015 1:00 AM,1,Alabama,TALLADEGA (121),1,1,1,0
10020,1/15/2015 5:10 PM,1,Alabama,TALLADEGA (121),2,1,3,0
10021,1/23/2015 1:48 PM,1,Alabama,ST. CLAIR (115),2,1,4,0
10022,1/26/2015 6:15 AM,1,Alabama,WALKER (127),1,1,2,0
10023,1/12/2015 9:20 PM,1,Alabama,BULLOCK (11),1,1,1,0
10024,1/2/2015 6:00 AM,1,Alabama,BARBOUR (5),1,1,1,0
10025,1/15/2015 3:05 AM,1,Alabama,TUSCALOOSA (125),1,2,2,0
10026,1/13/2015 1:33 PM,1,Alabama,JEFFERSON (73),1,1,1,0
10027,1/17/2015 2:42 PM,1,Alabama,BALDWIN (3),2,1,3,0
10028,1/10/2015 12:31 AM,1,Alabama,AUTAUGA (1),1,1,1,0
10029,1/23/2015 5:40 AM,1,Alabama,HOUSTON (69),1,1,1,0
10030,1/24/2015 1:15 PM,1,Alabama,CHILTON (21),2,5,5,0
10031,1/24/2015 4:38 PM,1,Alabama,MARION (93),1,1,1,1
10032,1/25/2015 6:20 AM,1,Alabama,CALHOUN (15),1,1,1,0
10033,1/23/2015 9:22 PM,1,Alabama,TALLAPOOSA (123),1,2,2,0
10034,1/15/2015 2:27 PM,1,Alabama,BALDWIN (3),6,1,10,0
10035,1/28/2015 9:25 AM,1,Alabama,JEFFERSON (73),2,1,2,0
10036,1/19/2015 2:25 PM,1,Alabama,MOBILE (97),2,2,5,0
10037,1/26/2015 2:40 PM,1,Alabama,BALDWIN (3),1,1,1,0
10038,1/27/2015 4:50 PM,1,Alabama,MOBILE (97),1,1,1,0
10039,1/29/2015 12:50 AM,1,Alabama,MOBILE (97),1,1,1,0
10040,1/20/2015 3:57 PM,1,Alabama,JEFFERSON (73),1,1,1,1
10041,1/28/2015 9:10 PM,1,Alabama,DEKALB (49),1,1,1,0
10042,1/31/2015 6:45 PM,1,Alabama,TUSCALOOSA (125),1,1,2,1
10043,2/2/2015 3:20 AM,1,Alabama,DEKALB (49),1,1,1,0
10044,1/31/2015 3:10 AM,1,Alabama,JEFFERSON (73),1,1,2,0
10045,1/31/2015 8:19 AM,1,Alabama,MOBILE (97),1,1,1,0
10046,2/8/2015 2:15 AM,1,Alabama,CHAMBERS (17),1,1,1,0
10047,1/22/2015 12:07 AM,1,Alabama,MOBILE (97),1,1,2,0
10048,1/24/2015 10:00 PM,1,Alabama,BALDWIN (3),1,2,4,0
10049,1/29/2015 1:15 AM,1,Alabama,JEFFERSON (73),2,1,2,0
10050,1/31/2015 4:50 AM,1,Alabama,MOBILE (97),1,1,1,1
10051,2/1/2015 2:38 PM,1,Alabama,PIKE (109),2,1,5,0
10052,2/9/2015 4:40 AM,1,Alabama,LIMESTONE (83),1,1,1,0
10053,2/1/2015 5:55 PM,1,Alabama,COOSA (37),1,1,3,0
10054,2/3/2015 5:30 PM,1,Alabama,MARENGO (91),2,1,2,0
10055,2/4/2015 2:25 AM,1,Alabama,MADISON (89),1,1,1,1
10056,2/8/2015 2:20 AM,1,Alabama,BALDWIN (3),1,1,1,0
10057,2/4/2015 5:52 PM,1,Alabama,DEKALB (49),3,1,3,0
10058,2/8/2015 2:40 PM,1,Alabama,BUTLER (13),2,1,3,0
10059,2/10/2015 10:00 PM,1,Alabama,COLBERT (33),1,1,1,1
10060,2/10/2015 5:39 PM,1,Alabama,DEKALB (49),2,1,7,0
10061,2/13/2015 9:33 PM,1,Alabama,MARION (93),1,1,3,0
10062,2/14/2015 10:55 AM,1,Alabama,MADISON (89),1,1,1,0
10063,2/1/2015 3:55 AM,1,Alabama,DALE (45),1,1,3,0
10064,2/4/2015 12:19 AM,1,Alabama,MOBILE (97),1,1,1,1
10065,1/31/2015 10:47 AM,1,Alabama,BALDWIN (3),2,1,2,0
10066,2/8/2015 1:41 AM,1,Alabama,MONTGOMERY (101),1,1,2,0
10067,2/11/2015 11:41 AM,1,Alabama,LEE (81),4,1,8,0
10068,2/15/2015 6:23 PM,1,Alabama,RUSSELL (113),1,1,1,0
10069,2/15/2015 9:08 PM,1,Alabama,MOBILE (97),2,1,2,1
10070,2/22/2015 3:55 AM,1,Alabama,TALLADEGA (121),1,1,1,0
10071,2/20/2015 10:30 PM,1,Alabama,MARSHALL (95),2,1,4,0
10072,2/22/2015 7:00 PM,1,Alabama,JEFFERSON (73),1,1,1,1
10073,2/20/2015 11:00 PM,1,Alabama,JEFFERSON (73),1,1,1,1
10074,2/16/2015 5:17 AM,1,Alabama,JEFFERSON (73),4,1,4,0
10075,2/10/2015 6:00 PM,1,Alabama,MONTGOMERY (101),2,1,4,0
10076,2/13/2015 10:09 AM,1,Alabama,MOBILE (97),2,1,1,1
10077,2/23/2015 6:43 PM,1,Alabama,LEE (81),1,1,1,1
10078,2/24/2015 3:52 PM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10079,3/7/2015 4:45 AM,1,Alabama,JEFFERSON (73),1,1,2,0
10080,2/17/2015 3:25 PM,1,Alabama,MONTGOMERY (101),1,1,1,0
10081,2/20/2015 12:00 PM,1,Alabama,COLBERT (33),2,1,4,0
10082,2/24/2015 9:14 PM,1,Alabama,BALDWIN (3),1,1,1,0
10083,3/1/2015 3:13 AM,1,Alabama,LIMESTONE (83),2,4,4,0
10084,3/1/2015 10:25 AM,1,Alabama,TUSCALOOSA (125),3,1,3,0
10085,3/1/2015 1:30 PM,1,Alabama,TALLADEGA (121),1,1,1,0
10086,3/1/2015 5:58 PM,1,Alabama,MADISON (89),2,1,4,0
10087,3/3/2015 12:25 PM,1,Alabama,MARSHALL (95),1,2,2,0
10088,3/3/2015 7:45 PM,1,Alabama,WALKER (127),1,1,1,1
10089,3/3/2015 6:56 PM,1,Alabama,MOBILE (97),1,1,1,0
10090,3/5/2015 6:25 PM,1,Alabama,JEFFERSON (73),2,1,2,1
10091,3/3/2015 10:52 AM,1,Alabama,MOBILE (97),2,1,4,0
10092,3/8/2015 7:10 PM,1,Alabama,LEE (81),2,1,3,0
10093,3/9/2015 5:55 AM,1,Alabama,JEFFERSON (73),3,2,3,0
10094,3/6/2015 8:25 PM,1,Alabama,ESCAMBIA (53),1,1,1,0
10096,3/6/2015 1:45 PM,1,Alabama,DALLAS (47),1,1,1,0
10097,2/18/2015 7:48 AM,1,Alabama,ST. CLAIR (115),2,2,2,0
10098,2/28/2015 7:57 PM,1,Alabama,HOUSTON (69),1,1,1,1
10099,3/4/2015 11:47 AM,1,Alabama,WALKER (127),1,1,1,0
10101,3/7/2015 4:00 AM,1,Alabama,FRANKLIN (59),1,1,2,0
10102,3/14/2015 3:38 AM,1,Alabama,MONTGOMERY (101),1,1,1,0
10103,2/28/2015 1:40 AM,1,Alabama,TUSCALOOSA (125),1,1,2,0
10104,3/5/2015 3:03 PM,1,Alabama,BALDWIN (3),2,2,3,0
10105,1/1/0001 12:00 AM,1,Alabama,LAUDERDALE (77),1,1,2,0
10106,3/9/2015 11:05 PM,1,Alabama,CHOCTAW (23),1,1,1,0
10107,3/13/2015 12:41 AM,1,Alabama,JEFFERSON (73),2,1,2,0
10108,3/13/2015 7:21 PM,1,Alabama,CALHOUN (15),2,1,3,0
10109,3/14/2015 10:00 AM,1,Alabama,CHAMBERS (17),3,1,3,0
10110,3/14/2015 4:40 PM,1,Alabama,COOSA (37),1,1,1,0
10111,3/16/2015 10:55 PM,1,Alabama,TUSCALOOSA (125),1,1,2,0
10112,3/21/2015 1:45 AM,1,Alabama,MARION (93),1,1,1,0
10113,4/4/2015 8:15 PM,1,Alabama,JEFFERSON (73),1,1,2,1
10114,4/1/2015 10:49 PM,1,Alabama,BALDWIN (3),2,1,2,0
10115,3/27/2015 11:28 PM,1,Alabama,WALKER (127),1,1,1,0
10116,3/14/2015 9:07 PM,1,Alabama,CONECUH (35),2,1,3,0
10117,3/11/2015 7:30 PM,1,Alabama,BALDWIN (3),2,1,5,1
10118,3/8/2015 4:34 AM,1,Alabama,MORGAN (103),1,1,2,0
10119,3/1/2015 8:05 PM,1,Alabama,TUSCALOOSA (125),2,1,2,0
10120,3/3/2015 1:27 PM,1,Alabama,ST. CLAIR (115),2,1,2,0
10121,3/8/2015 2:15 PM,1,Alabama,ELMORE (51),2,1,3,0
10122,3/10/2015 11:50 AM,1,Alabama,AUTAUGA (1),1,1,1,0
10123,3/16/2015 7:55 AM,1,Alabama,CULLMAN (43),2,1,3,0
10124,3/16/2015 10:04 AM,1,Alabama,MADISON (89),1,1,1,1
10125,3/17/2015 3:06 PM,1,Alabama,RUSSELL (113),1,2,4,0
10126,3/19/2015 12:00 PM,1,Alabama,COFFEE (31),2,1,2,0
10127,3/20/2015 9:30 PM,1,Alabama,COFFEE (31),2,2,5,0
10128,3/20/2015 9:45 PM,1,Alabama,GREENE (63),1,1,1,1
10129,3/24/2015 7:15 AM,1,Alabama,DEKALB (49),2,1,3,0
10130,3/24/2015 8:20 AM,1,Alabama,MOBILE (97),2,1,3,0
10131,3/24/2015 7:40 PM,1,Alabama,MARION (93),1,1,2,1
10132,3/26/2015 4:36 AM,1,Alabama,MADISON (89),2,1,3,0
10133,3/26/2015 8:25 AM,1,Alabama,MOBILE (97),2,1,2,0
10134,3/27/2015 11:35 PM,1,Alabama,ETOWAH (55),2,1,2,0
10135,3/27/2015 9:45 PM,1,Alabama,CALHOUN (15),3,1,3,0
10136,3/28/2015 4:45 AM,1,Alabama,TUSCALOOSA (125),1,1,2,0
10137,3/30/2015 7:15 PM,1,Alabama,JEFFERSON (73),1,1,2,1
10138,4/3/2015 7:50 PM,1,Alabama,ETOWAH (55),3,1,4,0
10139,4/3/2015 11:29 AM,1,Alabama,CULLMAN (43),3,1,4,0
10140,4/4/2015 6:30 PM,1,Alabama,SHELBY (117),2,1,3,0
10142,3/21/2015 8:15 PM,1,Alabama,HOUSTON (69),1,2,2,0
10143,3/23/2015 12:38 AM,1,Alabama,MONTGOMERY (101),2,1,2,0
10144,3/24/2015 7:48 PM,1,Alabama,MONTGOMERY (101),2,1,4,0
10145,3/24/2015 8:00 PM,1,Alabama,ETOWAH (55),2,1,3,0
10146,3/28/2015 8:04 PM,1,Alabama,DEKALB (49),3,1,4,0
10147,4/1/2015 4:43 PM,1,Alabama,CLARKE (25),2,1,2,0
10148,4/3/2015 8:50 AM,1,Alabama,JACKSON (71),1,1,2,1
10149,4/3/2015 7:05 PM,1,Alabama,LAUDERDALE (77),1,1,1,0
10150,4/5/2015 11:40 AM,1,Alabama,JACKSON (71),2,1,2,0
10151,4/4/2015 3:00 PM,1,Alabama,BULLOCK (11),1,1,1,0
10152,4/6/2015 6:25 AM,1,Alabama,TUSCALOOSA (125),2,1,2,0
10153,4/6/2015 5:25 PM,1,Alabama,ELMORE (51),5,1,6,0
10154,2/16/2015 11:45 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10155,3/30/2015 8:50 PM,1,Alabama,JEFFERSON (73),2,1,3,0
10156,4/17/2015 1:42 PM,1,Alabama,MOBILE (97),1,1,1,0
10157,3/27/2015 5:20 AM,1,Alabama,MONTGOMERY (101),2,1,2,0
10158,4/6/2015 5:22 PM,1,Alabama,JEFFERSON (73),2,1,3,0
10159,2/12/2015 11:42 AM,1,Alabama,WALKER (127),1,1,1,0
10160,3/14/2015 10:09 PM,1,Alabama,JEFFERSON (73),1,1,1,1
10161,3/30/2015 3:27 PM,1,Alabama,PIKE (109),2,1,3,0
10162,4/2/2015 6:05 AM,1,Alabama,RUSSELL (113),1,1,1,1
10163,4/4/2015 5:50 AM,1,Alabama,MONTGOMERY (101),2,1,2,0
10164,4/6/2015 2:35 PM,1,Alabama,ESCAMBIA (53),1,1,2,0
10165,4/6/2015 2:20 PM,1,Alabama,CULLMAN (43),2,2,3,0
10166,4/10/2015 3:15 AM,1,Alabama,LEE (81),1,1,1,0
10167,4/11/2015 11:45 PM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10168,4/12/2015 12:51 AM,1,Alabama,ELMORE (51),1,1,2,0
10169,4/13/2015 12:10 PM,1,Alabama,MADISON (89),2,1,3,0
10170,4/8/2015 8:23 PM,1,Alabama,RUSSELL (113),2,1,4,0
10171,4/9/2015 5:00 AM,1,Alabama,GENEVA (61),2,1,2,0
10172,4/10/2015 3:40 PM,1,Alabama,PICKENS (107),2,1,16,0
10173,4/11/2015 11:40 PM,1,Alabama,PIKE (109),2,1,5,0
10174,4/15/2015 5:10 AM,1,Alabama,TALLADEGA (121),2,1,2,0
10175,4/15/2015 11:50 AM,1,Alabama,SHELBY (117),1,1,2,0
10176,4/16/2015 7:20 AM,1,Alabama,CHEROKEE (19),1,1,1,0
10177,4/16/2015 8:05 PM,1,Alabama,BARBOUR (5),2,1,4,0
10178,4/18/2015 9:49 PM,1,Alabama,JEFFERSON (73),1,1,1,1
10179,4/18/2015 10:22 AM,1,Alabama,MARSHALL (95),2,1,2,0
10180,4/18/2015 8:25 PM,1,Alabama,CHILTON (21),3,2,5,0
10181,4/19/2015 3:25 AM,1,Alabama,CALHOUN (15),1,1,1,0
10182,4/19/2015 9:00 AM,1,Alabama,ST. CLAIR (115),2,1,2,0
10183,4/17/2015 8:15 PM,1,Alabama,DALLAS (47),1,1,1,1
10184,4/21/2015 3:00 PM,1,Alabama,CULLMAN (43),1,1,1,0
10185,4/22/2015 2:38 PM,1,Alabama,JEFFERSON (73),1,1,1,0
10186,4/24/2015 1:40 PM,1,Alabama,BLOUNT (9),1,1,3,0
10187,4/24/2015 8:30 PM,1,Alabama,TUSCALOOSA (125),1,1,2,0
10188,4/25/2015 12:50 PM,1,Alabama,JEFFERSON (73),2,1,4,0
10189,4/26/2015 10:30 AM,1,Alabama,JACKSON (71),2,1,3,0
10190,4/8/2015 1:30 PM,1,Alabama,BUTLER (13),2,1,6,0
10191,4/25/2015 4:20 AM,1,Alabama,ESCAMBIA (53),1,1,2,0
10192,4/28/2015 8:11 AM,1,Alabama,MONTGOMERY (101),1,1,1,0
10193,4/17/2015 11:10 AM,1,Alabama,MADISON (89),2,1,4,0
10194,4/17/2015 6:39 PM,1,Alabama,BALDWIN (3),2,1,2,0
10195,4/22/2015 9:36 AM,1,Alabama,JEFFERSON (73),2,2,3,0
10196,4/24/2015 8:35 PM,1,Alabama,CHEROKEE (19),1,1,1,0
10197,4/25/2015 8:38 PM,1,Alabama,TUSCALOOSA (125),2,1,2,0
10198,4/27/2015 9:45 AM,1,Alabama,TALLAPOOSA (123),2,1,3,0
10199,4/27/2015 10:25 AM,1,Alabama,CULLMAN (43),2,2,5,0
10200,4/15/2015 11:00 AM,1,Alabama,LAWRENCE (79),2,1,4,0
10201,4/30/2015 11:00 PM,1,Alabama,MARSHALL (95),1,1,1,0
10202,4/23/2015 8:57 PM,1,Alabama,BALDWIN (3),2,1,2,0
10203,4/25/2015 12:25 AM,1,Alabama,TALLADEGA (121),2,1,2,0
10204,5/1/2015 6:15 PM,1,Alabama,ESCAMBIA (53),1,1,3,0
10205,5/5/2015 12:17 AM,1,Alabama,JEFFERSON (73),1,1,2,0
10206,4/2/2015 7:32 PM,1,Alabama,MONTGOMERY (101),1,1,2,1
10207,4/16/2015 8:06 PM,1,Alabama,CHAMBERS (17),2,1,2,0
10208,4/20/2015 11:00 PM,1,Alabama,TUSCALOOSA (125),1,1,1,1
10209,4/23/2015 1:09 PM,1,Alabama,LAUDERDALE (77),2,1,2,0
10210,4/25/2015 7:00 PM,1,Alabama,CHAMBERS (17),1,1,1,0
10211,4/30/2015 9:27 AM,1,Alabama,LEE (81),2,1,2,0
10212,4/30/2015 5:10 PM,1,Alabama,MADISON (89),1,1,1,0
10213,4/30/2015 9:25 PM,1,Alabama,PICKENS (107),2,2,3,0
10214,4/30/2015 8:35 PM,1,Alabama,ETOWAH (55),2,1,3,0
10215,5/2/2015 10:30 PM,1,Alabama,JEFFERSON (73),1,1,1,0
10216,5/3/2015 5:43 PM,1,Alabama,MOBILE (97),1,1,5,0
10217,5/4/2015 12:50 AM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10218,5/4/2015 11:00 AM,1,Alabama,MACON (87),2,1,3,0
10219,5/4/2015 3:50 PM,1,Alabama,AUTAUGA (1),2,2,6,0
10220,5/4/2015 7:18 PM,1,Alabama,JACKSON (71),1,1,1,0
10221,5/5/2015 2:45 PM,1,Alabama,LAUDERDALE (77),1,1,2,0
10222,5/6/2015 7:35 AM,1,Alabama,WALKER (127),2,2,3,0
10223,5/1/2015 9:07 PM,1,Alabama,BALDWIN (3),2,1,7,0
10224,5/4/2015 9:06 PM,1,Alabama,COLBERT (33),1,1,1,1
10225,4/2/2015 10:23 PM,1,Alabama,MONTGOMERY (101),2,1,2,0
10226,5/8/2015 9:20 AM,1,Alabama,COLBERT (33),1,1,2,0
10227,5/8/2015 11:15 AM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10228,5/10/2015 4:35 PM,1,Alabama,LAUDERDALE (77),1,1,1,0
10229,5/4/2015 6:59 AM,1,Alabama,CALHOUN (15),2,1,3,0
10230,5/24/2015 9:25 AM,1,Alabama,CHILTON (21),1,1,2,0
10231,5/23/2015 8:00 PM,1,Alabama,CHAMBERS (17),1,1,2,0
10232,5/11/2015 8:49 PM,1,Alabama,MONTGOMERY (101),1,1,4,0
10233,5/14/2015 5:17 PM,1,Alabama,ST. CLAIR (115),1,1,1,0
10234,5/11/2015 4:00 PM,1,Alabama,ST. CLAIR (115),2,1,2,1
10235,5/8/2015 7:33 PM,1,Alabama,MONTGOMERY (101),1,1,1,0
10236,4/11/2015 1:10 PM,1,Alabama,COVINGTON (39),1,1,1,0
10237,5/3/2015 2:00 AM,1,Alabama,COFFEE (31),1,1,2,0
10238,5/3/2015 4:55 PM,1,Alabama,COLBERT (33),1,1,2,0
10239,5/9/2015 6:55 PM,1,Alabama,GENEVA (61),1,1,9,0
10240,5/11/2015 8:30 AM,1,Alabama,ESCAMBIA (53),1,1,1,0
10241,5/11/2015 12:30 PM,1,Alabama,CLEBURNE (29),2,1,3,0
10242,5/10/2015 12:10 AM,1,Alabama,RUSSELL (113),1,1,1,0
10243,5/9/2015 3:07 PM,1,Alabama,RUSSELL (113),1,1,2,0
10244,5/7/2015 6:40 AM,1,Alabama,MOBILE (97),2,1,2,0
10245,5/14/2015 2:30 PM,1,Alabama,MORGAN (103),1,1,1,0
10246,5/14/2015 9:58 PM,1,Alabama,WILCOX (131),1,1,1,0
10247,5/15/2015 9:31 PM,1,Alabama,MOBILE (97),1,1,1,1
10248,5/15/2015 9:30 AM,1,Alabama,CHEROKEE (19),1,1,1,0
10249,5/18/2015 1:55 AM,1,Alabama,HOUSTON (69),1,1,1,0
10250,5/18/2015 6:53 AM,1,Alabama,HENRY (67),2,1,3,0
10251,5/18/2015 3:18 PM,1,Alabama,CHEROKEE (19),2,1,7,0
10252,5/20/2015 5:57 AM,1,Alabama,CALHOUN (15),2,1,2,0
10253,5/20/2015 6:03 AM,1,Alabama,ETOWAH (55),2,1,2,0
10254,5/20/2015 5:15 PM,1,Alabama,ST. CLAIR (115),1,1,1,0
10255,5/20/2015 7:50 PM,1,Alabama,GENEVA (61),1,1,1,0
10256,5/20/2015 8:41 PM,1,Alabama,MOBILE (97),1,1,1,1
10257,5/21/2015 1:30 PM,1,Alabama,LAUDERDALE (77),1,1,1,0
10258,5/21/2015 2:00 PM,1,Alabama,SHELBY (117),2,1,2,0
10259,5/22/2015 4:55 PM,1,Alabama,FRANKLIN (59),2,1,2,0
10260,5/22/2015 7:51 PM,1,Alabama,TALLADEGA (121),1,1,1,0
10261,5/24/2015 6:15 PM,1,Alabama,CLAY (27),1,1,1,0
10262,5/24/2015 8:30 PM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10263,5/25/2015 11:40 AM,1,Alabama,WILCOX (131),2,1,4,0
10264,5/20/2015 10:07 PM,1,Alabama,RUSSELL (113),1,1,1,1
10265,5/27/2015 5:25 AM,1,Alabama,CALHOUN (15),2,1,4,0
10266,5/26/2015 2:15 PM,1,Alabama,MOBILE (97),2,1,2,0
10267,5/25/2015 3:05 PM,1,Alabama,JEFFERSON (73),2,1,2,0
10268,5/27/2015 9:00 AM,1,Alabama,BALDWIN (3),1,1,1,2
10269,5/28/2015 6:05 PM,1,Alabama,LAUDERDALE (77),3,1,4,0
10270,5/29/2015 8:17 PM,1,Alabama,MADISON (89),3,1,3,0
10271,5/29/2015 10:16 PM,1,Alabama,BLOUNT (9),2,1,3,0
10272,5/31/2015 6:48 PM,1,Alabama,JEFFERSON (73),2,1,3,0
10273,5/30/2015 5:40 PM,1,Alabama,LAUDERDALE (77),1,1,1,0
10274,5/31/2015 7:00 PM,1,Alabama,LAWRENCE (79),1,1,1,0
10275,5/24/2015 2:00 PM,1,Alabama,LEE (81),1,1,3,0
10276,5/24/2015 7:42 PM,1,Alabama,RUSSELL (113),1,1,1,0
