CaseNumber,Make,Model,Year,LicenseState,Death,Speeding,SpeedLimit,RoadConditions,Violation
60208,Suzuki,750cc-over,2007,California,1,"Yes, Too Fast for Conditions",65,Wet,None
60208,Dodge,Charger,2007,California,0,No,65,Wet,None
60209,Toyota,Corolla,2009,California,0,No,45,Dry,None
60210,Yamaha,750cc or greater,2015,California,1,No,45,Dry,None
60210,White/Autocar White/GMC,Medium/Heavy ï¿½ COE low entry,2008,California,0,No,45,Dry,None
60211,Other Make,Other (bus),2017,Reported as Unknown,0,"Yes, Too Fast for Conditions",35,Dry,None
60212,Ford,Taurus/Taurus X,2010,California,0,No,30,Wet,None
60213,Chevrolet,Camaro,2015,California,1,Reported as Unknown,35,Wet,None
60213,Nissan/Datsun,Xterra,2000,California,0,No,35,Wet,None
60214,Toyota,Prius *,2015,California,0,No,35,Dry,None
60215,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",1993,California,0,No,35,Dry,None
60216,Honda,CR-V,2017,California,1,"Yes, Too Fast for Conditions",65,Dry,None
60216,Freightliner,Medium/Heavy - CBE,2012,California,0,No,65,Dry,None
60216,Ford,Medium/Heavy ï¿½ CBE,2014,California,0,No,65,Dry,None
60217,Nissan/Datsun,Altima,2014,California,1,"Yes, Too Fast for Conditions",55,Wet,None
60217,Dodge,"Medium/Heavy Pickup (pickup-style only ï¿½ over 10,000 lbs)",1996,California,0,No,55,Wet,None
60218,Toyota,4-Runner,2002,California,1,Reported as Unknown,70,Dry,None
60219,Cadillac,Escalade/ESV (from 2004 on; see 431 for 2003 only),2016,California,1,No,50,Wet,None
60219,Volkswagen,Passat (CC - 2008 thru 2011; see 052 for 2012 on),2019,Canada,0,No,50,Wet,None
60219,Nissan/Datsun,Leaf,2017,California,0,No,50,Wet,None
60219,Toyota,Tacoma,2010,California,0,No,50,Wet,None
60219,Mazda,Miata/MX-5,2019,California,0,No,50,Wet,None
60219,Land Rover,Range Rover Evoque,2012,California,0,No,50,Wet,None
60219,Toyota,Prius *,2014,California,0,No,50,Wet,None
60219,Subaru,Impreza,2017,California,0,No,50,Wet,None
60219,Ford,Medium/Heavy ï¿½ CBE,2011,California,0,No,50,Wet,None
60219,Honda,Odyssey,2012,California,0,No,50,Wet,None
60219,Other Domestic Manufacturers,Tesla,2018,California,0,No,50,Wet,None
60220,Ford,Fusion,2019,California,2,"Yes, Too Fast for Conditions",65,Dry,None
60221,Honda,"Civic/CRX, del Sol",9999,Reported as Unknown,0,Reported as Unknown,35,Dry,None
60222,Kawasaki,450-749cc,2001,California,1,No,55,Dry,None
60223,Mercedes-Benz,E Class (97 on),2008,California,0,Reported as Unknown,40,Wet,None
60224,Suzuki,750cc-over,2016,California,1,Reported as Unknown,45,Dry,None
60225,Toyota,Prius *,2014,California,0,No,30,Dry,None
60225,Yamaha,450-749cc,2007,California,1,"Yes, Specifics Unknown",30,Dry,None
60226,Nissan/Datsun,810/Maxima,2002,California,0,No,40,Dry,None
60227,Chevrolet,Cruze,2018,California,0,"Yes, Specifics Unknown",35,Dry,None
60227,Infiniti,I35,2002,California,0,No,35,Dry,None
60228,Nissan/Datsun,Sentra,2016,California,0,No,40,Wet,None
60228,Toyota,Camry,2003,California,1,No,40,Wet,None
60229,Honda,CR-V,2016,Colorado,0,No,25,Dry,None
60230,Ford,Focus,2013,California,0,No,35,Dry,None
60231,Dodge,Durango (2004 on; see 402 for 1998-2003 models),2014,California,0,No,0,Non-Trafficway or Driveway Access,None
60232,Chevrolet,"C, K, R, V-series pickup/Silverado",2008,California,1,"Yes, Specifics Unknown",35,Dry,None
60233,Toyota,Matrix,2004,California,1,No,40,Dry,None
60233,Infiniti,QX30,2017,California,0,No,40,Dry,None
60234,Toyota,Tacoma,2014,California,0,No,40,Dry,None
60235,Dodge,Charger,2010,California,1,No,45,Dry,None
60235,Nissan/Datsun,Altima,2015,California,0,No,45,Dry,None
60236,Yamaha,450-749cc,2007,California,1,"Yes, Too Fast for Conditions",45,Dry,None
60236,GMC,Acadia (2007-2012 only.  For 2013 on see model 423.),2008,California,0,No,45,Dry,None
60237,Harley-Davidson,750cc or greater,2015,California,1,"Yes, Too Fast for Conditions",55,Dry,None
60238,Saturn,SL,1995,California,1,"Yes, Too Fast for Conditions",50,Dry,None
60239,Dodge,Durango (2004 on; see 402 for 1998-2003 models),2004,California,0,No,45,Dry,None
60240,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2017,California,1,No,65,Dry,None
60241,Subaru,Forester,2017,California,1,No,55,Wet,None
60242,Ford,Expedition,2004,California,1,No,70,Dry,None
60243,Volkswagen,Golf/Cabriolet/Cabrio/GTI/ GLI,2016,California,0,No,65,Dry,None
60243,Hyundai,Santa Fe,2002,California,1,No,25,Dry,None
60244,Subaru,Legacy/Outback(prior to 2003 only; see 045 for 2003 on),2001,California,0,No,65,Dry,None
60245,Other Make,750cc or greater,2015,California,1,"Yes, Too Fast for Conditions",65,Dry,None
60245,Toyota,Tacoma,2013,California,0,No,65,Dry,None
60246,Dodge,Durango (1998-2003 only; see model 422 for 2004 on),1998,California,0,No,40,Dry,None
60247,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2006,California,0,No,35,Dry,None
60248,Toyota,Corolla,2013,California,0,No,35,Dry,None
60248,Yamaha,450-749cc,2006,California,1,No,35,Dry,None
60249,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1993,California,1,"Yes, Specifics Unknown",98,Dry,None
60250,Harley-Davidson,750cc or greater,2004,California,1,No,55,Dry,None
60250,Toyota,Camry,2018,California,0,No,55,Dry,None
60250,Chevrolet,"C, K, R, V-series pickup/Silverado",2001,California,0,No,55,Dry,None
60251,Harley-Davidson,750cc or greater,2019,California,1,"Yes, Too Fast for Conditions",55,Wet,None
60252,Ford,Focus,2016,California,0,No,65,Wet,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
60252,Volkswagen,New Beetle,2015,California,1,No,65,Wet,None
60252,GMC,"C, K, R, V-series pickup/     Sierra",2018,California,0,No,65,Wet,None
60253,Ford,"Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",2010,California,0,"Yes, Too Fast for Conditions",25,Dry,None
60254,Honda,"Civic/CRX, del Sol",2010,California,1,Reported as Unknown,60,Dry,None
60255,Nissan/Datsun,Sentra,2015,California,0,No,65,Dry,None
60256,Dodge,Dakota,1999,California,1,No,55,Dry,None
60256,Freightliner,Medium/Heavy - CBE,2009,California,0,No,55,Dry,None
60257,Harley-Davidson,750cc or greater,2018,California,1,"Yes, Too Fast for Conditions",65,Dry,None
60258,KIA,Spectra/Spectra5,2008,California,1,No,35,Dry,None
60258,Lexus,GS-300/350/400/430/ 450h/460,2008,California,0,No,35,Dry,None
60259,Nissan/Datsun,Versa,2012,California,1,No,65,Wet,None
60259,Honda,"Civic/CRX, del Sol",2016,California,0,No,65,Wet,None
60259,Toyota,Tundra,2004,California,0,No,65,Wet,None
60260,Dodge,"Medium/Heavy Pickup (pickup-style only ï¿½ over 10,000 lbs)",2008,California,1,"Yes, Too Fast for Conditions",55,Dry,None
60260,Dodge,Caravan/Grand Caravan,2006,California,1,No,55,Dry,None
60261,Chevrolet,Camaro,2000,California,1,"Yes, Too Fast for Conditions",55,Dry,None
60262,BMW,3-series,2007,California,0,No,65,Dry,None
60263,Chevrolet,"C, K, R, V-series pickup/Silverado",2003,California,1,No,70,Dry,None
60264,Mitsubishi,Endeavor,2004,California,5,No,70,Dry,None
60265,Dodge,Ram Pickup,2006,California,0,Reported as Unknown,55,Dry,None
60266,Toyota,Corolla,2007,California,1,No,55,Dry,None
60267,Lexus,LS-400/430/460/460L/600h/600hL,1990,California,1,"Yes, Too Fast for Conditions",65,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
60268,GMC,Jimmy/Typhoon/Envoy,2003,California,1,No,40,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
60269,Chrysler,PT Cruiser,2002,California,1,No,55,Dry,None
60269,Honda,CR-V,2009,California,0,No,55,Dry,None
60270,Dodge,Ram Pickup,2006,California,1,No,65,Dry,None
60271,Buick / Opel,"LeSabre/Centurion/ Estate Wagon, Invicta, Custom, Limited, T-Type, Ltd, C.M.I, LE",2004,California,0,No,0,Non-Trafficway or Driveway Access,None
60271,Honda,125-349 cc,2018,California,1,No,55,Dry,None
60272,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,40,Dry,None
60273,Ford,"Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.)",2013,California,0,No,55,Dry,None
60274,Ford,Escape,2011,California,0,No,40,Dry,None
60275,Saturn,SC,1998,California,1,"Yes, Too Fast for Conditions",65,Dry,None
60275,Freightliner,Medium/Heavy - CBE,2012,California,0,No,55,Dry,None
60276,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2001,California,0,No,35,Dry,None
60277,Mercedes-Benz,E Class (97 on),2016,California,1,"Yes, Too Fast for Conditions",55,Dry,None
60278,Harley-Davidson,750cc or greater,2019,California,1,No,65,Dry,None
60279,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2003,California,1,Reported as Unknown,55,Dry,None
60280,Chevrolet,"Impala/Caprice (For SS from 2014 on, use 20-021.)",2010,California,0,No,65,Wet,None
60281,Honda,HR-V,2016,Reported as Unknown,0,No,35,Wet,None
60282,Mercedes-Benz,C Class (94 on),2009,California,0,"Yes, Too Fast for Conditions",25,Dry,Manslaughter or homicide
60282,Mercedes-Benz,C Class (94 on),2009,California,0,"Yes, Too Fast for Conditions",25,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
60282,Mercedes-Benz,C Class (94 on),2009,California,0,"Yes, Too Fast for Conditions",25,Dry,"Hit-and-run, fail to stop after crash"
60282,Mercedes-Benz,C Class (94 on),2009,California,0,"Yes, Too Fast for Conditions",25,Dry,Speed greater than reasonable & prudent (not necessarily over the limit)
60283,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,35,Dry,None
60283,Triumph,750cc or greater,2008,California,1,No,35,Dry,None
60284,Honda,"Civic/CRX, del Sol",2013,California,1,No,45,Dry,None
60284,BMW,3-series,2004,California,0,No,40,Dry,None
60285,Ford,F-Series pickup,2001,California,0,"Yes, Too Fast for Conditions",98,Dry,None
60286,Ford,Other (automobile),2018,California,2,"Yes, Too Fast for Conditions",45,Dry,None
60286,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2014,California,0,No,45,Dry,None
60287,Chevrolet,Fullsize Blazer/Tahoe,2018,California,0,No,0,Non-Trafficway or Driveway Access,None
60288,Toyota,Camry,1992,California,1,No,50,Dry,None
60288,Porsche,Cayenne,2004,California,0,No,50,Dry,None
60289,Toyota,Camry,1991,California,1,No,45,Dry,None
60289,Ford,F-Series pickup,2017,California,0,No,45,Dry,None
60290,Honda,"Civic/CRX, del Sol",2015,California,2,No,40,Dry,None
60290,Oldsmobile,Ninety-Eight/Regency,1997,California,0,No,35,Dry,None
60291,Volvo,740,1990,California,0,No,50,Dry,None
60292,Toyota,Corolla,2015,California,0,No,40,Dry,None
60293,Toyota,Tundra,2004,California,1,No,45,Dry,None
60293,Cadillac,Escalade EXT (from 2002 -2006; for 2007 on see 481),2003,California,0,No,45,Dry,None
60294,Infiniti,Q50,2015,California,1,"Yes, Exceeded Speed Limit",45,Dry,None
60295,Toyota,Highlander,2005,California,0,"Yes, Exceeded Speed Limit",65,Dry,None
60295,Kawasaki,750cc or greater,2006,California,1,"Yes, Exceeded Speed Limit",65,Dry,None
60296,Toyota,Camry,2016,California,1,"Yes, Too Fast for Conditions",35,Dry,None
60297,Mercury,Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis,1999,California,0,No,50,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
60297,Mercury,Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis,1999,California,0,No,50,Dry,"Hit-and-run, fail to stop after crash"
60298,Toyota,Matrix,2004,California,1,No,35,Dry,None
60298,Toyota,Highlander,2008,California,0,No,35,Dry,None
60299,Honda,CR-V,2019,California,0,No,35,Not Reported,None
60300,Honda,CR-V,2001,California,1,No,45,Wet,None
60300,Toyota,Sienna,2002,California,0,No,45,Wet,None
60301,Chevrolet,"C, K, R, V-series pickup/Silverado",2002,California,1,"Yes, Too Fast for Conditions",35,Dry,None
60302,Toyota,Prius *,2014,California,0,No,45,Wet,None
60303,Nissan/Datsun,Altima,2016,California,0,No,35,Dry,None
60304,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,30,Wet,None
60305,Toyota,Prius *,2011,California,2,No,55,Wet,None
60305,Chevrolet,"C, K, R, V-series pickup/Silverado",2016,California,0,No,55,Wet,None
60306,Harley-Davidson,750cc or greater,2016,California,1,No,65,Dry,None
60306,Peterbilt,Medium/Heavy - CBE,2015,California,0,No,65,Dry,None
60307,Honda,"Civic/CRX, del Sol",2005,California,1,No,35,Wet,None
60308,Toyota,Prius *,2015,Maryland,1,No,50,Dry,None
60309,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1991,California,1,No,45,Dry,None
60309,Subaru,Forester,2014,California,0,No,45,Dry,None
60310,Dodge,"Medium/Heavy Pickup (pickup-style only ï¿½ over 10,000 lbs)",2017,California,0,No,65,Dry,None
60310,Ford,Ranger,2006,California,1,No,65,Dry,None
60311,Nissan/Datsun,Sentra,2017,California,1,"Yes, Too Fast for Conditions",65,Dry,None
60312,Toyota,Avalon,2002,California,1,No,65,Dry,None
60313,Peterbilt,Medium/Heavy ï¿½ Unknown engine location,2013,California,0,No,55,Dry,None
60313,Lexus,GS-300/350/400/430/ 450h/460,2008,California,1,"Yes, Too Fast for Conditions",55,Dry,None
60314,Honda,"Civic/CRX, del Sol",2004,California,1,"Yes, Too Fast for Conditions",55,Ice/Frost,None
60314,Chevrolet,Fullsize Blazer/Tahoe,2011,California,0,No,55,Ice/Frost,None
60315,Nissan/Datsun,Nissan/Datsun Pickup (1955-1997),1987,California,0,"Yes, Too Fast for Conditions",45,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
60315,Nissan/Datsun,Nissan/Datsun Pickup (1955-1997),1987,California,0,"Yes, Too Fast for Conditions",45,Dry,Manslaughter or homicide
60316,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1998,California,1,No,65,Dry,None
60316,Infiniti,Q40,2015,California,0,No,65,Dry,None
60316,Volkswagen,Touareg/Tourareg 2,2005,California,0,No,65,Dry,None
60316,Toyota,Tacoma,2019,California,0,No,65,Dry,None
60316,Honda,"Civic/CRX, del Sol",2016,California,0,No,65,Dry,None
60317,Buick / Opel,"LeSabre/Centurion/ Estate Wagon, Invicta, Custom, Limited, T-Type, Ltd, C.M.I, LE",2000,California,0,No,55,Dry,None
60318,Nissan/Datsun,Sentra,2011,California,0,"Yes, Too Fast for Conditions",45,Wet,None
60319,Honda,"Civic/CRX, del Sol",2008,California,1,No,25,Dry,None
60319,Toyota,Prius *,2013,California,0,No,50,Dry,None
60320,Nissan/Datsun,Sentra,2015,California,0,"Yes, Specifics Unknown",40,Wet,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
60320,Toyota,Yaris,2012,California,1,No,40,Wet,None
60320,Ford,F-Series pickup,1987,California,0,No,40,Wet,None
60320,Chevrolet,Traverse (2013 on.  For 2009-2012 see model 024.),2014,California,0,No,40,Wet,None
60320,Subaru,Forester,2017,California,0,No,40,Wet,None
60320,Saturn,Vue,2005,California,0,No,40,Wet,None
60321,Toyota,Sienna,2002,California,1,No,35,Wet,None
60321,Nissan/Datsun,Frontier (1998 on),2018,California,0,No,35,Wet,None
60322,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,"Yes, Too Fast for Conditions",25,Wet,None
60323,Pontiac,Grand Prix (FWD),2004,California,0,No,40,Wet,None
60324,Harley-Davidson,750cc or greater,2018,California,1,No,35,Wet,None
60324,Honda,"Civic/CRX, del Sol",2007,California,0,No,35,Wet,None
60325,Ford,Ranger,1994,California,0,No,50,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
60325,Hyundai,Elantra,2013,California,1,No,45,Dry,None
60325,Toyota,Prius *,2010,California,0,No,50,Dry,None
60326,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,25,Dry,None
60327,Toyota,4-Runner,1997,California,1,No,65,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
60328,GMC,G-series van/Savana,2014,California,0,No,0,Non-Trafficway or Driveway Access,None
60328,BMW,750cc and over,2014,California,1,No,45,Dry,None
60329,KIA,Optima,2011,California,0,No,55,Dry,None
60329,Nissan/Datsun,Versa,2012,California,0,No,55,Dry,None
60330,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2016,California,0,No,50,Dry,None
60331,Dodge,Caravan/Grand Caravan,2006,California,1,No,55,Dry,None
60331,Chevrolet,"C, K, R, V-series pickup/Silverado",2018,California,0,No,55,Dry,None
60332,Chevrolet,"C, K, R, V-series pickup/Silverado",2008,California,0,No,55,Dry,None
60332,Ford,Fiesta,2018,California,1,No,55,Dry,None
60333,Chevrolet,Cobalt,2007,California,1,"Yes, Specifics Unknown",55,Dry,None
60334,Toyota,Tacoma,2004,California,1,No,70,Dry,None
60335,Toyota,Camry,2010,California,1,"Yes, Too Fast for Conditions",65,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
60335,Freightliner,Medium/Heavy - CBE,2019,California,0,No,65,Dry,None
60336,Nissan/Datsun,Titan (from 2007 on; see 473 for 2004-06),2007,California,1,No,65,Wet,None
60337,Chrysler,200,2013,California,1,No,55,Dry,None
60337,Peterbilt,Medium/Heavy - CBE,2017,California,0,No,55,Dry,None
60338,Chevrolet,Malibu/Malibu Maxx,2013,California,1,No,55,Dry,None
60338,Dodge,Ram Pickup,1998,California,0,No,55,Dry,None
60339,Dodge,Ram Pickup,2005,California,0,No,35,Dry,None
60339,KIA,Sportage,2018,California,1,No,35,Dry,None
60340,Ford,"Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",2005,California,1,No,70,Dry,Driving while impaired
60341,Honda,"Civic/CRX, del Sol",1998,California,1,"Yes, Too Fast for Conditions",40,Dry,None
60341,Freightliner,Medium/Heavy - CBE,1996,California,0,No,40,Dry,None
60342,Chevrolet,Fullsize Blazer/Tahoe,2000,California,0,No,45,Dry,None
60343,Saturn,LS,2003,California,1,"Yes, Too Fast for Conditions",70,Dry,None
60344,Infiniti,QX56,2010,California,0,No,35,Dry,None
60344,Toyota,Corolla,1998,California,1,No,40,Dry,None
60345,Chevrolet,"C, K, R, V-series pickup/Silverado",2006,California,0,No,65,Dry,None
60345,Mazda,Mazda3,2012,California,0,No,65,Dry,None
60346,Chevrolet,Other (light truck),1971,California,0,No,50,Dry,None
60347,Other Make,Other (bus),2012,California,0,No,35,Dry,None
60348,Ford,E-Series Van/Econoline,2001,California,0,No,35,Wet,None
60349,Chevrolet,"C, K, R, V-series pickup/Silverado",2002,California,0,No,65,Wet,None
60349,Toyota,Corolla,2010,California,0,No,65,Wet,None
60349,Toyota,Camry,2005,California,0,No,65,Wet,None
60349,Chevrolet,Volt,2015,California,0,No,65,Wet,None
60349,Mazda,Mazda3,2012,California,0,No,65,Wet,None
60350,Harley-Davidson,750cc or greater,2019,California,1,"Yes, Too Fast for Conditions",65,Dry,None
