CaseNumber,Make,Model,Year,LicenseState,Death,Speeding,SpeedLimit,RoadConditions,Violation
61812,Acura,Integra,2000,California,0,No,55,Dry,None
61813,Yamaha,450-749cc,2014,California,1,No,65,Dry,None
61814,Harley-Davidson,750cc or greater,2015,California,1,No,55,Dry,None
61815,Suzuki,750cc-over,2006,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61816,Ford,F-Series pickup,2006,California,1,No,65,Dry,None
61817,Chrysler,PT Cruiser,2001,California,1,No,35,Dry,None
61817,Honda,Pilot,2004,California,0,No,35,Dry,None
61818,Toyota,Sequoia,2008,California,1,No,65,Dry,None
61819,Hyundai,Sonata,2013,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61820,GMC,Fullsize Jimmy/Yukon,2001,California,0,No,0,Non-Trafficway or Driveway Access,None
61820,Other Make,350-449cc,2016,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61820,GMC,"C, K, R, V-series pickup/     Sierra",2007,California,0,No,35,Dry,None
61821,Ford,Ranger,2011,California,0,No,50,Dry,None
61821,Ford,Taurus/Taurus X,1996,Reported as Unknown,0,No,50,Dry,None
61822,Chevrolet,"C, K, R, V-series pickup/Silverado",2008,California,1,"Yes, Too Fast for Conditions",50,Dry,None
61823,Honda,"Civic/CRX, del Sol",2005,California,1,No,45,Dry,None
61823,KIA,Soul,2017,California,0,No,45,Dry,None
61823,Mercedes-Benz,E Class (97 on),2014,California,0,No,45,Dry,None
61824,Isuzu,"Medium/Heavy ï¿½ COE, low entry",2016,California,0,No,35,Dry,None
61825,Chevrolet,Equinox,2017,California,0,No,30,Dry,None
61825,Honda,"Civic/CRX, del Sol",2008,California,0,No,30,Dry,None
61826,Nissan/Datsun,350Z/370Z,2003,California,1,"Yes, Too Fast for Conditions",40,Wet,None
61827,Ford,E-Series Van/Econoline,2004,California,0,No,35,Dry,None
61828,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,35,Dry,None
61829,Suzuki,450-749cc,2003,California,1,"Yes, Too Fast for Conditions",25,Dry,None
61830,Nissan/Datsun,Sentra,2015,California,0,No,45,Dry,None
61831,Toyota,Scion xA,2006,California,1,No,45,Dry,None
61832,Ford,Medium/Heavy ï¿½ CBE,2016,California,0,No,65,Dry,None
61832,Nissan/Datsun,Versa,2008,California,1,No,65,Dry,None
61833,KIA,Soul,2015,California,1,"Yes, Too Fast for Conditions",70,Dry,None
61833,Toyota,Prius *,2013,California,0,No,70,Dry,None
61834,Chevrolet,"Impala/Caprice (For SS from 2014 on, use 20-021.)",2007,California,0,No,55,Dry,None
61835,Chevrolet,"C, K, R, V-series pickup/Silverado",1966,California,3,No,45,Dry,None
61836,Infiniti,G25/G35/G37,2004,California,2,No,55,Dry,None
61837,Nissan/Datsun,810/Maxima,2017,California,0,No,55,Dry,None
61837,Other Make,0-50cc,2008,California,1,No,55,Dry,None
61838,Chevrolet,Malibu/Malibu Maxx,2012,California,0,"Yes, Too Fast for Conditions",40,Dry,None
61838,Nissan/Datsun,"Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2017,California,1,No,25,Dry,None
61839,Chrysler,300M/300/300C/300S,2013,California,0,"Yes, Too Fast for Conditions",35,Dry,Manslaughter or homicide
61839,Chrysler,300M/300/300C/300S,2013,California,0,"Yes, Too Fast for Conditions",35,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61839,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1995,California,2,No,35,Dry,None
61840,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2008,California,1,"Yes, Too Fast for Conditions",25,Wet,None
61841,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2002,California,1,No,70,Dry,None
61842,Chevrolet,Malibu/Malibu Maxx,2018,California,1,No,65,Dry,None
61843,Toyota,Tundra,2016,California,0,No,65,Dry,None
61844,Toyota,Tundra,2014,California,0,No,65,Dry,None
61845,Mazda,Pickup/ B-Series Pickup,1996,Oregon,2,No,55,Dry,None
61846,Toyota,Camry,1999,California,0,No,65,Dry,None
61847,GMC,"C, K, R, V-series pickup/     Sierra",2016,California,0,No,45,Dry,None
61847,Nissan/Datsun,NV200/eNV200,2014,California,1,No,45,Dry,None
61848,Chevrolet,Fullsize Blazer/Tahoe,2002,California,1,No,65,Dry,None
61849,International Harvester/Navistar,Medium/Heavy ï¿½ Unknown engine location,1990,California,1,"Yes, Too Fast for Conditions",55,Dry,None
61850,Nissan/Datsun,Altima,1999,California,2,No,65,Dry,None
61850,Chevrolet,"C, K, R, V-series pickup/Silverado",2013,California,0,"Yes, Too Fast for Conditions",65,Dry,None
61851,Chevrolet,Corvette,1987,California,0,No,55,Dry,None
61851,Freightliner,Medium/Heavy - CBE,2010,California,0,No,55,Dry,None
61851,Jaguar,F-Pace,2019,Other Foreign Country,2,No,55,Dry,None
61852,Suzuki,750cc-over,2003,California,1,"Yes, Exceeded Speed Limit",55,Dry,None
61852,Dodge,Ram Pickup,2015,California,0,No,55,Dry,None
61853,GMC,"C, K, R, V-series pickup/     Sierra",1999,California,1,No,35,Dry,None
61854,International Harvester/Navistar,Medium/Heavy ï¿½ Unknown engine location,2015,California,0,No,35,Dry,None
61855,Toyota,Camry,2005,California,0,No,35,Dry,None
61856,Volvo,60 Series,2002,California,1,No,45,Dry,None
61856,Toyota,Prius *,2012,California,0,No,45,Dry,None
61857,Mercedes-Benz,"GLE Class (For 2016-2018 only.  For model years 2019 on, see 42-423.)",2018,California,0,No,35,Dry,None
61858,Honda,"Civic/CRX, del Sol",2019,California,0,No,55,Dry,None
61858,Honda,"Civic/CRX, del Sol",1995,California,1,No,55,Dry,None
61859,Ford,Ranger,2000,California,1,No,65,Dry,None
61860,Kenworth,Medium/Heavy - CBE,2013,California,0,"Yes, Too Fast for Conditions",65,Dry,None
61860,Nissan/Datsun,Altima,2009,California,1,No,65,Dry,None
61860,International Harvester/Navistar,Medium/Heavy - CBE,2013,Mexico,0,No,65,Dry,None
61861,Nissan/Datsun,Titan (from 2007 on; see 473 for 2004-06),2008,California,0,"Yes, Too Fast for Conditions",50,Wet,None
61861,Ford,Ranger,1993,California,1,No,50,Wet,None
61861,Infiniti,QX80,2014,California,0,No,50,Wet,None
61861,Ford,Medium/Heavy Van-Based Vehicle,2007,California,0,No,50,Wet,None
61862,Chevrolet,Malibu/Malibu Maxx,2015,California,0,No,40,Dry,None
61863,Honda,"Civic/CRX, del Sol",2005,California,0,"Yes, Too Fast for Conditions",45,Dry,None
61864,Nissan/Datsun,Altima,2010,California,0,No,35,Dry,None
61864,Harley-Davidson,750cc or greater,2019,California,1,No,35,Dry,None
61865,Nissan/Datsun,Altima,2016,California,1,No,25,Dry,None
61865,Ford,F-Series pickup,2018,California,0,No,45,Dry,None
61866,Toyota,Camry,2014,California,0,No,25,Dry,None
61866,Kawasaki,750cc or greater,2006,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61867,Toyota,Tacoma,2007,California,1,No,50,Dry,None
61868,Ford,F-Series pickup,1997,California,0,No,55,Dry,None
61869,Honda,"Civic/CRX, del Sol",2016,California,1,No,45,Dry,None
61869,Toyota,Pickup,1991,California,0,No,55,Dry,None
61870,Chevrolet,"C, K, R, V-series pickup/Silverado",1995,California,1,No,55,Dry,None
61870,Peterbilt,Medium/Heavy - CBE,2014,California,0,No,55,Dry,None
61871,Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler,2018,California,0,No,65,Dry,None
61871,Jeep / Kaiser-Jeep / Willys- Jeep,Renegade,2017,California,0,No,65,Dry,None
61871,Chevrolet,Fullsize Blazer/Tahoe,2003,California,0,No,65,Dry,None
61871,Hyundai,Sonata,2013,California,0,No,65,Dry,None
61871,Dodge,Durango (2004 on; see 402 for 1998-2003 models),2019,California,1,No,65,Dry,None
61871,Toyota,Sequoia,2005,California,0,No,65,Dry,None
61871,Dodge,Dart (2013 on. See model 001 for 1960-1976.),2014,California,0,No,65,Dry,None
61872,KIA,Rio/Rio5,2017,California,1,No,55,Dry,None
61872,Dodge,Medium/Heavy ï¿½ CBE,2016,California,0,No,55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61873,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",1999,California,2,No,55,Dry,None
61874,Volvo,Medium/Heavy ï¿½ CBE,2009,California,1,No,55,Dry,None
61875,Suzuki,350-449cc,2007,Illinois,1,No,55,Dry,None
61876,Chrysler,Town and Country,2001,California,0,No,40,Dry,None
61877,Jaguar,"XJ-S, XK8 Coupe",1998,California,1,"Yes, Too Fast for Conditions",65,Dry,None
61877,Toyota,Avalon,1996,California,1,No,40,Dry,None
61878,Other Domestic Manufacturers,Tesla,2018,California,0,"Yes, Specifics Unknown",25,Dry,None
61878,Ford,Fiesta,2017,California,1,No,25,Dry,None
61878,Dodge,Ram Pickup,2018,California,0,No,25,Dry,None
61879,BMW,4-Series,2014,California,1,"Yes, Too Fast for Conditions",40,Dry,None
61880,Honda,CR-V,2009,California,1,No,50,Dry,None
61881,Honda,"Civic/CRX, del Sol",1994,California,0,Reported as Unknown,55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61882,Nissan/Datsun,Leaf,2015,California,0,No,40,Dry,None
61882,Triumph,750cc or greater,2009,California,1,No,40,Dry,None
61883,Suzuki,450-749cc,2004,California,1,"Yes, Too Fast for Conditions",55,Dry,None
61883,Honda,"Civic/CRX, del Sol",2018,California,0,No,45,Dry,None
61884,Toyota,Yaris,2015,California,0,No,50,Dry,None
61885,Hyundai,Elantra,2015,California,1,No,25,Dry,None
61885,Freightliner,Medium/Heavy - CBE,2018,California,0,No,40,Dry,None
61885,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2013,California,0,No,40,Dry,None
61886,Mercedes-Benz,C Class (94 on),2001,California,0,No,55,Dry,None
61887,Volkswagen,Golf/Cabriolet/Cabrio/GTI/ GLI,2008,California,1,No,50,Wet,None
61887,Toyota,Sienna,2012,California,1,No,50,Wet,None
61887,Toyota,Prius *,2007,California,0,No,50,Wet,None
61887,Toyota,Corolla,2018,California,0,No,50,Wet,None
61887,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2010,California,0,No,50,Wet,None
61888,Nissan/Datsun,Pathfinder Armada,2004,California,1,No,70,Dry,None
61888,Toyota,Prius *,2018,Oregon,0,No,70,Dry,None
61889,BMW,6-series,2007,California,0,No,35,Dry,None
61890,Chevrolet,Cruze,2013,California,0,No,55,Dry,None
61890,Kawasaki,750cc or greater,2015,California,1,No,55,Dry,None
61891,Ford,F-Series pickup,1994,California,0,No,40,Dry,None
61892,Volkswagen,Jetta/Jetta SportsWagen,2016,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61893,Toyota,Scion tC (2005-2011 only.  See Scion for 2012 on.),2007,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61894,Kenworth,Medium/Heavy - CBE,2013,California,0,No,35,Dry,None
61895,Toyota,Camry,2003,California,0,No,45,Dry,None
61896,Other Import,Mini-Cooper,2016,California,0,No,45,Dry,None
61898,Toyota,Corolla,2006,California,0,No,35,Dry,None
61899,Ford,Transit,2018,Oregon,0,No,35,Dry,None
61900,Mazda,Mazda3,2006,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61901,Nissan/Datsun,Titan (from 2004-06; see 481 for 2007 on),2004,Arizona,1,No,55,Dry,None
61902,Other Make,Other (bus),2013,California,0,No,35,Dry,None
61903,Honda,"Civic/CRX, del Sol",2010,California,0,No,45,Dry,None
61903,Harley-Davidson,750cc or greater,2014,California,1,No,45,Dry,None
61904,Honda,"Civic/CRX, del Sol",2001,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61905,Mercedes-Benz,GL Class,2008,California,0,"Yes, Too Fast for Conditions",25,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61905,Mercedes-Benz,GL Class,2008,California,0,"Yes, Too Fast for Conditions",25,Dry,Fail to stop for red signal
61905,Mercedes-Benz,GL Class,2008,California,0,"Yes, Too Fast for Conditions",25,Dry,Speed greater than reasonable & prudent (not necessarily over the limit)
61905,Volvo,"XC60 (For 2008-2018 only.  For model years 2019 on, see 51-404.)",2012,California,0,No,25,Dry,None
61905,Toyota,RAV4 *,1998,California,1,No,25,Dry,None
61906,Audi,A3,2016,California,0,No,45,Dry,None
61907,Nissan/Datsun,Frontier (1998 on),2006,California,1,"Yes, Too Fast for Conditions",50,Wet,None
61907,Ford,"Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.)",2017,California,0,No,50,Wet,None
61908,Honda,"Civic/CRX, del Sol",1998,California,0,No,30,Dry,None
61909,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,"Yes, Too Fast for Conditions",40,Dry,None
61911,Toyota,Camry,1996,California,2,No,55,Dry,None
61911,Ford,Expedition,2009,California,0,No,55,Dry,None
61912,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2001,California,0,No,55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61912,Honda,450-749 cc,1992,California,1,No,55,Dry,None
61913,Honda,"Civic/CRX, del Sol",2018,California,1,No,55,Dry,None
61913,Mercedes-Benz,E Class (97 on),2007,California,1,No,45,Dry,None
61914,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,35,Dry,None
61915,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,35,Dry,None
61916,Ford,F-Series pickup,1998,California,1,No,40,Dry,"Hit-and-run, fail to stop after crash"
61916,Nissan/Datsun,Sentra,2014,California,0,No,35,Dry,None
61917,Other Make,Hino,2019,California,1,No,55,Dry,None
61918,Acura,TL,2010,California,1,No,0,Non-Trafficway or Driveway Access,None
61918,Ford,Medium/Heavy ï¿½ CBE,2008,California,0,No,55,Dry,None
61919,Suzuki,750cc-over,2008,California,1,"Yes, Too Fast for Conditions",40,Dry,None
61921,Other Domestic Manufacturers,Tesla,2019,California,1,No,65,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61922,Yamaha,450-749cc,2008,California,1,"Yes, Exceeded Speed Limit",40,Dry,None
61922,Toyota,Corolla,2000,California,0,No,40,Dry,None
61924,Mitsubishi,Montero/Montero Sport,2002,California,0,No,40,Dry,None
61925,Toyota,Camry,2014,California,0,No,40,Dry,None
61926,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2017,California,0,No,25,Dry,None
61926,Harley-Davidson,750cc or greater,2015,California,1,No,40,Dry,None
61927,Kawasaki,750cc or greater,2005,California,1,"Yes, Too Fast for Conditions",70,Dry,None
61927,Nissan/Datsun,Versa,2007,Arizona,0,No,70,Dry,None
61928,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1993,California,1,No,45,Dry,None
61929,Yamaha,450-749cc,2007,California,1,"Yes, Too Fast for Conditions",55,Dry,None
61930,GMC,Suburban/Yukon XL (2004 on; see 431 for 1950- 2003),2014,California,0,No,55,Dry,None
61930,Chevrolet,Geo Tracker/Tracker,1995,California,1,No,55,Dry,None
61931,Nissan/Datsun,Altima,2010,California,0,No,65,Dry,None
61932,Mazda,Pickup/ B-Series Pickup,2007,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61933,Freightliner,Medium/Heavy - CBE,2016,California,0,No,55,Dry,None
61934,BMW,7-series,2012,California,0,No,55,Dry,None
61935,Nissan/Datsun,Versa,2007,California,1,No,55,Dry,None
61936,Harley-Davidson,750cc or greater,2006,California,1,No,55,Dry,None
61937,Toyota,Camry,2012,California,0,No,70,Dry,None
61938,Acura,Integra,1997,California,1,No,55,Dry,None
61938,Honda,Odyssey,2003,California,0,No,55,Dry,None
61939,Porsche,Other (automobile),1974,California,1,No,65,Dry,None
61939,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2001,California,0,No,65,Dry,None
61940,Other Make,750cc or greater,2019,California,1,"Yes, Too Fast for Conditions",55,Dry,None
61941,Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler,2010,California,0,No,65,Dry,None
61942,Chevrolet,Cobalt,2010,California,1,No,65,Dry,None
61944,Honda,Fit,2013,California,0,No,65,Dry,None
61945,Nissan/Datsun,"Murano (For 2003-2018 only.  For model years 2019 on, see 35-422.)",2003,California,1,No,55,Dry,None
61946,Other Make,Sterling,2007,California,0,"Yes, Too Fast for Conditions",55,Dry,None
61946,Toyota,Tacoma,1996,California,1,No,55,Dry,None
61946,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2018,California,0,No,55,Dry,None
61946,Toyota,RAV4 *,2019,California,0,No,55,Dry,None
61947,Honda,125-349 cc,1985,California,1,"Yes, Too Fast for Conditions",0,Dry,None
61948,Other Make,750cc or greater,2016,New Mexico,1,No,70,Wet,None
61949,Chevrolet,Corvette,2019,California,0,"Yes, Too Fast for Conditions",35,Dry,None
61949,Toyota,Corolla,2007,California,1,No,35,Dry,None
61950,Dodge,Medium/Heavy ï¿½ CBE,2017,California,0,No,45,Dry,None
61950,Honda,CR-V,1999,California,1,No,35,Dry,None
61951,Saturn,SW,1995,California,0,No,45,Wet,None
61952,Toyota,Prius *,2012,California,2,No,55,Dry,None
61952,Freightliner,Medium/Heavy - CBE,2011,California,0,No,55,Dry,None
61952,Ford,Ranger,2000,California,0,No,55,Dry,None
61953,Honda,Pilot,2006,California,1,No,65,Dry,None
61954,AM General,"Hummer (SUV from 1993-2003; see 431 for 2004 on) (for Pickup, see model 481)",2003,California,0,No,55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61954,Hyundai,Elantra,2013,California,1,No,55,Dry,None
61955,Jeep / Kaiser-Jeep / Willys- Jeep,Compass,2016,California,0,No,55,Dry,None
61955,Harley-Davidson,750cc or greater,2009,California,1,No,55,Dry,None
61956,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,55,Dry,None
61957,Chevrolet,Venture,2003,California,0,No,40,Dry,None
61958,Subaru,Forester,2011,California,0,"Yes, Too Fast for Conditions",70,Dry,None
61959,Mazda,Mazda3,2012,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61960,Ford,Focus,2012,California,0,No,45,Dry,None
61961,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,35,Dry,None
61962,Mercedes-Benz,E Class (97 on),2013,California,0,No,40,Dry,None
61963,Toyota,Corolla,2012,California,0,No,55,Dry,None
61964,Chevrolet,Monte Carlo (1995 on),2001,California,1,"Yes, Too Fast for Conditions",25,Dry,None
61965,Hyundai,Sonata,2008,California,0,No,55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61965,Dodge,Caravan/Grand Caravan,2012,California,1,No,55,Dry,None
61966,Chevrolet,"C, K, R, V-series pickup/Silverado",2005,California,0,No,35,Dry,None
61966,Harley-Davidson,750cc or greater,2013,California,1,No,55,Dry,None
61967,Mercury,Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis,2008,California,0,"Yes, Exceeded Speed Limit",70,Dry,None
61967,Ford,F-Series pickup,2015,New Mexico,1,No,70,Dry,None
61968,Harley-Davidson,750cc or greater,2016,California,1,No,55,Dry,None
61968,Honda,"Civic/CRX, del Sol",2014,California,0,No,55,Dry,None
61969,Ford,F-Series pickup,2004,California,1,No,55,Dry,None
61970,Chevrolet,G-series van,2007,California,0,No,25,Dry,None
61971,Infiniti,G25/G35/G37,2008,Reported as Unknown,0,"Yes, Racing",40,Dry,None
61972,Chevrolet,"C, K, R, V-series pickup/Silverado",2007,California,0,No,0,Non-Trafficway or Driveway Access,None
61972,Yamaha,750cc or greater,2008,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61973,Toyota,Tacoma,2019,California,0,No,35,Dry,None
61974,GMC,Suburban/Yukon XL (2000 on) (1950-2003 only; see 422 for 2004 on),2002,California,0,"Yes, Too Fast for Conditions",55,Dry,None
61975,Dodge,Durango (2004 on; see 402 for 1998-2003 models),2012,California,1,No,55,Dry,None
61976,Toyota,Corolla,2013,Washington,1,No,70,Dry,None
61977,Unknown Make,Medium/Heavy ï¿½ COE entry position unknown,9999,Reported as Unknown,0,No,55,Dry,None
61978,Toyota,Camry,2009,California,1,No,70,Dry,None
61978,Honda,"Civic/CRX, del Sol",2008,California,1,No,70,Dry,None
61979,Ford,F-Series pickup,2018,Maryland,1,No,65,Dry,None
61980,Toyota,Camry,2017,California,0,No,65,Dry,None
61980,Suzuki,750cc-over,2012,California,1,No,65,Dry,None
61981,Other Make,750cc or greater,2016,California,1,"Yes, Exceeded Speed Limit",45,Dry,None
61982,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2004,California,0,"Yes, Too Fast for Conditions",25,Dry,None
61983,Ford,"Crown Victoria  (For 2011 on, code as vehicle model 398)",2008,California,0,No,35,Dry,None
61984,Toyota,4-Runner,1998,California,1,No,35,Dry,None
61985,Other Make,Western Star,2016,California,0,"Yes, Too Fast for Conditions",55,Dry,None
61985,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1992,California,2,No,55,Dry,None
61985,Porsche,911/996,2006,Oregon,0,No,55,Dry,None
61986,Chevrolet,HHR,2011,California,1,No,55,Dry,None
61986,Toyota,Yaris,2018,California,0,No,55,Dry,None
61987,Honda,450-749 cc,2008,California,1,"Yes, Too Fast for Conditions",65,Dry,None
61987,KIA,Soul,2013,California,0,No,65,Dry,None
61988,Nissan/Datsun,810/Maxima,2013,California,1,No,55,Wet,None
61988,Mercedes-Benz,M/ML Class,2012,California,0,No,55,Wet,None
61989,Peterbilt,Medium/Heavy ï¿½ Unknown engine location,2019,California,0,No,25,Dry,None
61989,Yamaha,125-349cc,2019,California,1,No,45,Dry,None
61990,Toyota,RAV4 *,2018,California,1,No,50,Dry,None
61990,BMW,5-series,2014,California,0,No,45,Dry,None
61990,Toyota,RAV4 *,2016,California,0,No,50,Dry,None
61991,Chevrolet,"C, K, R, V-series pickup/Silverado",2011,California,1,No,55,Dry,None
61991,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2006,California,1,No,55,Dry,None
61992,Harley-Davidson,750cc or greater,2010,California,1,No,55,Dry,None
61993,Honda,Pilot,2010,California,0,No,55,Dry,None
61993,Harley-Davidson,750cc or greater,2008,California,1,No,55,Dry,None
61994,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,45,Dry,None
61995,Mazda,Mazda2,2014,California,1,No,55,Dry,None
61995,Ford,Fusion,2011,California,0,No,55,Dry,None
61995,Infiniti,Q50,2015,California,0,No,55,Dry,None
61996,Nissan/Datsun,Kicks,2018,California,2,"Yes, Too Fast for Conditions",55,Dry,None
61996,Toyota,Sienna,2004,California,0,No,55,Dry,None
61996,Ford,Expedition,2019,California,0,No,55,Dry,None
61997,KIA,Optima,2012,California,0,"Yes, Too Fast for Conditions",65,Dry,None
61997,Honda,"Civic/CRX, del Sol",2015,California,1,"Yes, Too Fast for Conditions",65,Dry,None
61997,Ford,Focus,2003,California,0,No,65,Dry,None
61997,Chevrolet,Malibu/Malibu Maxx,2011,California,0,No,65,Dry,None
61998,Dodge,Dakota,1993,California,1,No,55,Dry,None
61998,Honda,Pilot,2004,California,0,No,55,Dry,None
61999,Harley-Davidson,750cc or greater,2015,California,1,"Yes, Too Fast for Conditions",65,Dry,None
61999,Nissan/Datsun,"Murano (For 2003-2018 only.  For model years 2019 on, see 35-422.)",2014,California,0,No,65,Dry,None
62000,Ford,Excursion,2001,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62001,Dodge,Avenger,2013,California,0,No,0,Non-Trafficway or Driveway Access,None
62001,Harley-Davidson,750cc or greater,1999,Oregon,1,No,45,Dry,None
62003,Hyundai,Accent,2017,California,1,No,65,Dry,None
62003,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2013,California,0,No,65,Dry,None
62004,Harley-Davidson,750cc or greater,2001,California,1,"Yes, Too Fast for Conditions",45,Dry,None
62004,Lexus,NX,2016,California,0,No,45,Dry,None
62005,Toyota,Avalon,2014,California,1,No,40,Dry,None
62006,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2010,California,0,No,45,Dry,None
62007,Harley-Davidson,750cc or greater,2019,California,1,No,55,Dry,None
62007,White/Autocar White/GMC,Medium/Heavy ï¿½ COE low entry,2003,California,0,No,55,Dry,None
62008,Ford,Taurus/Taurus X,2013,California,0,"Yes, Too Fast for Conditions",40,Wet,None
62009,Porsche,718,2018,North Carolina,1,No,40,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
62010,Other Make,Hino,2017,California,0,No,65,Dry,None
62011,Freightliner,Medium/Heavy - CBE,2006,California,0,No,55,Dry,None
62011,Honda,"Civic/CRX, del Sol",2012,California,1,No,55,Dry,None
62012,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2002,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62013,Other Make,450-749cc,2016,California,1,No,65,Dry,None
62013,Toyota,Solara,2000,California,0,No,65,Dry,None
62014,Chevrolet,Suburban (from 2004 on; see 431 for 1950-2003),2004,California,0,No,45,Dry,None
62014,Honda,450-749 cc,2006,California,1,No,45,Dry,None
62015,Yamaha,350cc or greater (ATV),2016,California,1,No,25,Dry,None
62016,Ducati,750cc or greater,2018,California,1,"Yes, Too Fast for Conditions",35,Dry,None
62018,Ford,Escape,2014,California,0,No,40,Dry,None
62019,Kawasaki,750cc or greater,2003,California,1,"Yes, Too Fast for Conditions",70,Dry,None
62019,Ford,F-Series pickup,2009,California,0,No,70,Dry,None
62020,Chevrolet,Spark,2014,California,0,No,45,Dry,None
62021,Pontiac,Grand AM,2005,California,2,No,65,Dry,None
62022,Ford,F-Series pickup,2006,California,1,No,70,Dry,None
62022,Volvo,Medium/Heavy ï¿½ CBE,2019,Texas,0,No,70,Dry,None
62022,Freightliner,Medium/Heavy - CBE,2012,California,0,No,70,Dry,None
62023,Lexus,IS-250/300/350/500/200t,2014,California,0,"Yes, Too Fast for Conditions",55,Dry,Manslaughter or homicide
62023,Toyota,MR-2/MR Spyder,1987,California,1,No,55,Dry,None
62024,Honda,"Civic/CRX, del Sol",2015,California,0,No,55,Dry,None
62024,Yamaha,750cc or greater,2012,California,1,"Yes, Too Fast for Conditions",55,Dry,None
62025,KIA,Forte,2017,California,0,No,40,Dry,None
