CaseNumber,State,County,City,Lat,Long,Year,Month,MonthName,Day,WeekDay,Hour,Function,Route,Fatalities,People,Pedestrian,Vehicle_total,Vehicle_ord,DrunkDriver,CollisionType,LightConditions,Deadly
61679,California,LOS ANGELES,NOT APPLICABLE,34.63095278,-118.2065389,2019,6,June,30,Sunday,1,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61680,California,LOS ANGELES,NOT APPLICABLE,33.96728056,-118.0839278,2019,8,August,22,Thursday,10,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61681,California,SANTA CLARA,NOT APPLICABLE,37.13882778,-121.6350222,2019,7,July,21,Sunday,22,Minor Collector,Local Street - Municipality,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61682,California,MONTEREY,NOT APPLICABLE,36.60587222,-121.5573361,2019,6,June,19,Wednesday,9,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,4,0,2,Double,0,Angle ,Daylight,0.25
61683,California,SAN JOAQUIN,STOCKTON,38.03356944,-121.3649917,2019,9,September,16,Monday,10,Interstate,Interstate,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
61684,California,SAN JOAQUIN,LATHROP,37.77240833,-121.3236528,2019,9,September,25,Wednesday,13,Interstate,Interstate,1,3,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
61685,California,MADERA,NOT APPLICABLE,37.09812222,-120.1470583,2019,8,August,19,Monday,18,Minor Collector,Unknown,2,8,0,2,Double,0,Angle ,Daylight,0.25
61686,California,SAN LUIS OBISPO,NOT APPLICABLE,35.17914722,-120.6987417,2019,10,October,1,Tuesday,9,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61687,California,SAN FRANCISCO,SAN FRANCISCO,37.71983333,-122.4481694,2019,7,July,4,Thursday,17,Interstate,Interstate,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
61688,California,KERN,NOT APPLICABLE,35.40888611,-119.0153333,2019,8,August,10,Saturday,11,Local,Unknown,1,5,0,2,Double,0,Angle ,Daylight,0.2
61689,California,KERN,NOT APPLICABLE,35.38322222,-119.0580361,2019,8,August,21,Wednesday,22,Principal Arterial - Other,State Highway,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
61690,California,RIVERSIDE,NOT APPLICABLE,33.91248333,-117.2844083,2019,6,June,20,Thursday,20,Interstate,Interstate,1,2,0,2,Double,2,Angle ,Dark - Lighted,0.5
61691,California,RIVERSIDE,CORONA,33.88391111,-117.5482611,2019,6,June,24,Monday,1,Interstate,Interstate,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61692,California,RIVERSIDE,SAN JACINTO,33.82347778,-117.0330333,2019,5,May,17,Friday,19,Minor Arterial,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61693,California,SAN DIEGO,CARLSBAD,33.11918889,-117.3003667,2019,9,September,15,Sunday,17,Minor Arterial,Unknown,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dusk,0.5
61694,California,LOS ANGELES,PASADENA,34.14587778,-118.1375833,2019,10,October,6,Sunday,3,Principal Arterial - Other,Unknown,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61695,California,ALAMEDA,NOT APPLICABLE,37.6897,-122.1300639,2019,3,March,19,Tuesday,9,Principal Arterial - Other,Unknown,1,2,0,2,Double,0,Front-to-Rear ,Daylight,0.5
61696,California,IMPERIAL,NOT APPLICABLE,32.83276111,-115.3803194,2019,6,June,10,Monday,12,Principal Arterial - Other,Unknown,1,2,0,2,Double,1,Angle ,Daylight,0.5
61697,California,KERN,TAFT,35.14226944,-119.4567194,2019,7,July,23,Tuesday,5,Minor Arterial,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61698,California,KERN,NOT APPLICABLE,35.46226944,-119.4846806,2019,9,September,27,Friday,23,Interstate,Interstate,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61699,California,FRESNO,NOT APPLICABLE,36.43910556,-119.7994722,2019,8,August,2,Friday,20,Principal Arterial - Other,State Highway,1,6,0,2,Double,0,Angle ,Dark - Not Lighted,0.166666667
61700,California,TULARE,NOT APPLICABLE,36.50141667,-119.3089889,2019,9,September,24,Tuesday,18,Local,Unknown,1,2,0,2,Double,0,Front-to-Rear ,Dusk,0.5
61701,California,FRESNO,NOT APPLICABLE,36.18150833,-120.0138389,2019,9,September,7,Saturday,4,Minor Collector,County Road,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61702,California,RIVERSIDE,NOT APPLICABLE,33.78668333,-117.1551028,2019,9,September,15,Sunday,1,Local,County Road,1,1,0,3,Multiple,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61703,California,MENDOCINO,NOT APPLICABLE,39.30945833,-123.7958306,2019,7,July,18,Thursday,22,Minor Arterial,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61704,California,TULARE,NOT APPLICABLE,36.12361944,-119.0496167,2019,8,August,16,Friday,18,Major Collector,Unknown,2,4,0,3,Multiple,0,Front-to-Rear ,Daylight,0.5
61705,California,LOS ANGELES,LOS ANGELES,34.02893056,-118.20335,2019,5,May,26,Sunday,1,Principal Arterial - Other Freeways and Expressways,State Highway,1,6,0,2,Double,1,Front-to-Rear ,Dark - Not Lighted,0.166666667
61706,California,NEVADA,NOT APPLICABLE,39.20276667,-121.0818222,2019,6,June,25,Tuesday,16,Major Collector,Unknown,1,2,0,2,Double,1,Front-to-Front,Daylight,0.5
61707,California,RIVERSIDE,NOT APPLICABLE,33.72404444,-117.2931528,2019,3,March,19,Tuesday,20,Minor Arterial,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61708,California,RIVERSIDE,PERRIS,33.75224167,-117.1894,2019,6,June,1,Saturday,19,Interstate,Interstate,1,2,0,2,Double,1,Front-to-Rear ,Daylight,0.5
61709,California,SAN BERNARDINO,RANCHO CUCAMONGA,34.131825,-117.5020722,2019,7,July,7,Sunday,14,Interstate,Interstate,1,3,0,3,Multiple,0,Sideswipe - Same Direction,Daylight,0.333333333
61710,California,DEL NORTE,NOT APPLICABLE,41.85364722,-124.1793167,2019,7,July,9,Tuesday,21,Major Collector,Unknown,1,1,0,2,Double,0,Other ,Dusk,1
61711,California,MARIPOSA,NOT APPLICABLE,37.44545,-119.7478556,2019,9,September,13,Friday,13,Local,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61712,California,KERN,NOT APPLICABLE,35.344925,-119.0029333,2019,9,September,7,Saturday,22,Principal Arterial - Other,County Road,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61713,California,PLACER,NOT APPLICABLE,39.23346111,-120.7562,2019,8,August,15,Thursday,13,Interstate,Interstate,1,3,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
61714,California,HUMBOLDT,NOT APPLICABLE,40.73668333,-124.2017028,2019,6,June,28,Friday,22,Major Collector,Unknown,1,1,2,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61715,California,LOS ANGELES,NORWALK,33.88735,-118.1045444,2019,7,July,2,Tuesday,3,Interstate,Interstate,1,3,0,3,Multiple,0,Front-to-Rear ,Dark - Not Lighted,0.333333333
61716,California,RIVERSIDE,INDIO,33.71516111,-116.2070306,2019,8,August,23,Friday,21,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61717,California,LOS ANGELES,BURBANK,34.17597222,-118.2982528,2019,3,March,20,Wednesday,10,Local,Local Street - Municipality,1,1,1,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61718,California,LOS ANGELES,LOS ANGELES,34.24521944,-118.2763528,2019,10,October,2,Wednesday,20,Principal Arterial - Other,Unknown,1,2,0,2,Double,0,Angle ,Dark - Lighted,0.5
61719,California,FRESNO,FRESNO,36.72139444,-119.7998194,2019,1,January,7,Monday,8,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61720,California,SAN DIEGO,NOT APPLICABLE,32.71589167,-116.976675,2019,7,July,31,Wednesday,2,Minor Arterial,County Road,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61721,California,SACRAMENTO,SACRAMENTO,38.54713333,-121.3945583,2019,7,July,5,Friday,13,Principal Arterial - Other,Local Street - Municipality,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61722,California,TULARE,DINUBA,36.54548889,-119.3793972,2019,7,July,20,Saturday,6,Principal Arterial - Other,Local Street - Municipality,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61723,California,FRESNO,FRESNO,36.86659722,-119.7379111,2019,4,April,8,Monday,22,Principal Arterial - Other,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61725,California,TULARE,NOT APPLICABLE,36.41501111,-119.1371694,2019,8,August,15,Thursday,22,Major Collector,Unknown,1,3,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.333333333
61726,California,STANISLAUS,NOT APPLICABLE,37.54388333,-120.8148722,2019,9,September,29,Sunday,13,Major Collector,Unknown,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
61727,California,RIVERSIDE,NOT APPLICABLE,33.72235833,-117.3674889,2019,4,April,6,Saturday,16,Interstate,Interstate,1,5,1,3,Multiple,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.2
61728,California,VENTURA,NOT APPLICABLE,34.25745278,-119.1847111,2019,9,September,6,Friday,8,Minor Arterial,Unknown,1,4,0,2,Double,0,Front-to-Front,Daylight,0.25
61729,California,RIVERSIDE,BANNING,33.92545278,-116.9179278,2019,7,July,20,Saturday,0,Interstate,Interstate,1,6,0,3,Multiple,0,Front-to-Rear ,Dark - Not Lighted,0.166666667
61730,California,RIVERSIDE,NOT APPLICABLE,33.81717778,-116.9725083,2019,9,September,1,Sunday,1,Major Collector,County Road,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61731,California,FRESNO,FRESNO,36.83766111,-119.7403083,2019,6,June,20,Thursday,18,Principal Arterial - Other,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61732,California,RIVERSIDE,Other,34.02266111,-117.3989806,2019,3,March,30,Saturday,18,Local,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61733,California,PLACER,LOOMIS,38.81854722,-121.2168167,2019,6,June,3,Monday,1,Principal Arterial - Other,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61734,California,VENTURA,MOORPARK,34.27926944,-118.8700194,2019,5,May,12,Sunday,1,Principal Arterial - Other,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61735,California,STANISLAUS,CERES,37.58024444,-120.9387278,2019,1,January,3,Thursday,19,Principal Arterial - Other,Unknown,1,6,0,2,Double,0,Front-to-Front,Dark - Lighted,0.166666667
61736,California,ALAMEDA,OAKLAND,37.73840556,-122.1422,2019,8,August,6,Tuesday,0,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61737,California,KINGS,NOT APPLICABLE,36.32780833,-119.5809111,2019,8,August,4,Sunday,21,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.5
61738,California,TULARE,NOT APPLICABLE,36.35483056,-119.1163,2019,9,September,10,Tuesday,5,Minor Arterial,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61739,California,SACRAMENTO,NOT APPLICABLE,38.63705833,-121.2835167,2019,8,August,20,Tuesday,11,Principal Arterial - Other,County Road,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61740,California,SOLANO,VACAVILLE,38.36712222,-121.9685833,2019,9,September,12,Thursday,9,Minor Collector,Local Street - Municipality,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61741,California,LOS ANGELES,LOS ANGELES,33.99656667,-118.3001861,2019,8,August,28,Wednesday,1,Minor Collector,Local Street - Municipality,1,1,1,4,Multiple,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61742,California,LOS ANGELES,INDUSTRY,34.02417778,-117.9176972,2019,7,July,1,Monday,15,Principal Arterial - Other,Unknown,1,3,1,3,Multiple,0,Angle ,Daylight,0.333333333
61743,California,ORANGE,FOUNTAIN VALLEY,33.70163333,-117.9629306,2019,6,June,25,Tuesday,8,Principal Arterial - Other,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
61744,California,LOS ANGELES,LOS ANGELES,33.99577222,-118.2827722,2019,9,September,10,Tuesday,21,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61745,California,LOS ANGELES,BALDWIN PARK,34.09215278,-117.9714333,2019,7,July,4,Thursday,21,Minor Arterial,Unknown,1,3,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.333333333
61746,California,FRESNO,FRESNO,36.73596389,-119.7454917,2019,7,July,20,Saturday,21,Principal Arterial - Other,Unknown,1,3,0,2,Double,1,Angle ,Dark - Lighted,0.333333333
61747,California,SAN MATEO,BURLINGAME,37.60314722,-122.3733667,2019,9,September,3,Tuesday,5,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61748,California,LOS ANGELES,LOS ANGELES,33.95326944,-118.2363111,2019,9,September,2,Monday,23,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Unknown Lighting,1
61749,California,AMADOR,NOT APPLICABLE,38.33293333,-120.8991556,2019,9,September,18,Wednesday,7,Principal Arterial - Other,State Highway,1,2,0,2,Double,0,Angle ,Daylight,0.5
61750,California,MARIN,NOT APPLICABLE,38.03793889,-122.5364306,2019,9,September,18,Wednesday,8,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,4,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.25
61751,California,MERCED,NOT APPLICABLE,37.29934444,-120.9382583,2019,10,October,2,Wednesday,7,Principal Arterial - Other,State Highway,2,4,0,3,Multiple,0,Front-to-Front,Dawn,0.5
61752,California,STANISLAUS,NOT APPLICABLE,37.60922222,-121.0655778,2019,9,September,29,Sunday,12,Major Collector,County Road,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
61753,California,SAN DIEGO,ESCONDIDO,33.12815278,-117.1066472,2019,8,August,30,Friday,12,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61754,California,CONTRA COSTA,WALNUT CREEK,37.91703611,-122.0642639,2019,6,June,22,Saturday,0,Interstate,Interstate,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
61755,California,RIVERSIDE,NOT APPLICABLE,33.92247222,-117.1096028,2019,4,April,14,Sunday,19,Major Collector,Unknown,1,8,0,3,Multiple,0,Front-to-Front,Dusk,0.125
61756,California,LOS ANGELES,WHITTIER,33.94598889,-117.9778694,2019,9,September,16,Monday,16,Local,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61757,California,SACRAMENTO,FOLSOM,38.68041111,-121.1110806,2019,9,September,16,Monday,12,Minor Arterial,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61758,California,LOS ANGELES,PALMDALE,34.64594722,-118.0933528,2019,9,September,19,Thursday,11,Principal Arterial - Other,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
61759,California,MARIN,NOVATO,38.11731944,-122.5856806,2019,9,September,15,Sunday,12,Major Collector,Unknown,1,3,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
61760,California,LOS ANGELES,LANCASTER,34.70421944,-118.1037139,2019,9,September,14,Saturday,14,Principal Arterial - Other,Unknown,1,5,0,2,Double,0,Angle ,Daylight,0.2
61761,California,SACRAMENTO,NOT APPLICABLE,38.69957222,-121.3184389,2019,10,October,22,Tuesday,4,Interstate,Interstate,1,3,0,3,Multiple,0,Front-to-Rear ,Dark - Not Lighted,0.333333333
61762,California,KERN,NOT APPLICABLE,34.84274167,-119.0647944,2019,9,September,21,Saturday,15,Major Collector,County Road,1,5,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.2
61763,California,LOS ANGELES,NOT APPLICABLE,34.0886,-118.5953139,2019,2,February,10,Sunday,17,Local,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61764,California,KERN,NOT APPLICABLE,35.41892222,-118.9629667,2019,8,August,31,Saturday,9,Principal Arterial - Other,Unknown,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
61765,California,FRESNO,NOT APPLICABLE,36.56871111,-119.5750111,2019,2,February,23,Saturday,22,Major Collector,Unknown,1,4,0,2,Double,2,Angle ,Dark - Not Lighted,0.25
61766,California,MERCED,NOT APPLICABLE,37.45132778,-120.4328694,2019,6,June,7,Friday,99,Major Collector,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61767,California,VENTURA,CAMARILLO,34.22845556,-119.0953861,2019,7,July,14,Sunday,10,Major Collector,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61768,California,RIVERSIDE,RIVERSIDE,33.91834167,-117.4340222,2019,8,August,19,Monday,20,Major Collector,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61769,California,KERN,WASCO,35.60151111,-119.3580556,2019,8,August,23,Friday,20,Principal Arterial - Other,County Road,1,2,0,2,Double,1,Front-to-Rear ,Dark - Lighted,0.5
61770,California,LOS ANGELES,TORRANCE,33.82594444,-118.3564778,2019,4,April,27,Saturday,9,Principal Arterial - Other,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
61771,California,KERN,NOT APPLICABLE,35.52246667,-118.6703333,2019,8,August,9,Friday,15,Minor Arterial,State Highway,1,4,0,2,Double,0,Front-to-Front,Daylight,0.25
61772,California,LOS ANGELES,NOT APPLICABLE,34.50110556,-118.4542833,2019,1,January,14,Monday,6,Major Collector,County Road,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
61773,California,RIVERSIDE,RIVERSIDE,33.94521944,-117.4540417,2019,9,September,15,Sunday,19,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61774,California,RIVERSIDE,MORENO VALLEY,33.91855833,-117.2611472,2019,8,August,12,Monday,21,Minor Arterial,Unknown,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
61775,California,LOS ANGELES,TORRANCE,33.79461667,-118.3366194,2019,4,April,23,Tuesday,9,Principal Arterial - Other,State Highway,1,2,0,2,Double,1,Angle ,Daylight,0.5
61776,California,SOLANO,VALLEJO,38.13742222,-122.2562111,2019,2,February,8,Friday,20,Principal Arterial - Other,Unknown,1,2,0,2,Double,0,Angle ,Dark - Lighted,0.5
61777,California,RIVERSIDE,NOT APPLICABLE,33.85804444,-117.0196611,2019,8,August,18,Sunday,5,Major Collector,Unknown,2,8,0,2,Double,0,Front-to-Front,Dawn,0.25
61778,California,SAN DIEGO,NOT APPLICABLE,32.83435833,-116.6219917,2019,7,July,16,Tuesday,19,Minor Arterial,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
61779,California,CONTRA COSTA,RICHMOND,37.92551944,-122.3631139,2019,7,July,17,Wednesday,5,Interstate,Interstate,1,2,1,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,0.5
61780,California,KERN,NOT APPLICABLE,35.77599722,-119.1598611,2019,8,August,29,Thursday,14,Local,Unknown,1,3,0,2,Double,1,Front-to-Front,Daylight,0.333333333
