CaseNumber,State,County,City,Lat,Long,Year,Month,MonthName,Day,WeekDay,Hour,Function,Route,Fatalities,People,Pedestrian,Vehicle_total,Vehicle_ord,DrunkDriver,CollisionType,LightConditions,Deadly
60819,California,CONTRA COSTA,RICHMOND,37.92186667,-122.3508111,2019,3,March,27,Wednesday,2,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60820,California,MADERA,NOT APPLICABLE,37.08445278,-120.2102528,2019,5,May,12,Sunday,6,Principal Arterial - Other Freeways and Expressways,State Highway,1,3,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60821,California,SAN DIEGO,NOT APPLICABLE,32.852475,-116.5945278,2019,3,March,18,Monday,4,Principal Arterial - Other,State Highway,1,5,0,2,Double,0,Angle ,Dark - Not Lighted,0.2
60822,California,SANTA CLARA,SAN JOSE,37.34070278,-121.8810389,2019,1,January,24,Thursday,0,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60823,California,RIVERSIDE,RIVERSIDE,34.00413889,-117.371625,2019,3,March,15,Friday,21,Local,Unknown,1,1,1,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60824,California,ALAMEDA,HAYWARD,37.63264167,-122.0671389,2019,3,March,28,Thursday,21,Principal Arterial - Other,Unknown,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
60825,California,FRESNO,FRESNO,36.685575,-119.7546944,2019,4,April,23,Tuesday,21,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60826,California,SAN BERNARDINO,NOT APPLICABLE,34.72480556,-116.1795972,2019,6,June,25,Tuesday,14,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60827,California,SAN FRANCISCO,SAN FRANCISCO,37.78525278,-122.4398333,2019,5,May,1,Wednesday,8,Major Collector,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60828,California,SAN JOAQUIN,STOCKTON,37.98793056,-121.2853667,2019,5,May,3,Friday,8,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60829,California,SAN JOAQUIN,STOCKTON,37.94813889,-121.2803889,2019,3,March,1,Friday,20,Minor Arterial,Unknown,1,3,0,2,Double,1,Angle ,Dark - Lighted,0.333333333
60830,California,SAN FRANCISCO,SAN FRANCISCO,37.789625,-122.4205028,2019,5,May,11,Saturday,22,Principal Arterial - Other,Unknown,1,4,0,2,Double,0,Angle ,Dark - Lighted,0.25
60831,California,SAN FRANCISCO,SAN FRANCISCO,37.78489167,-122.4279333,2019,5,May,29,Wednesday,5,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60832,California,AMADOR,NOT APPLICABLE,38.56088889,-120.267475,2019,5,May,3,Friday,12,Principal Arterial - Other,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60833,California,AMADOR,NOT APPLICABLE,38.44695278,-120.8616694,2019,6,June,25,Tuesday,11,Principal Arterial - Other,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60834,California,ALAMEDA,ALBANY,37.89673889,-122.3086056,2019,6,June,8,Saturday,17,Interstate,Interstate,1,5,0,2,Double,1,Sideswipe - Same Direction,Daylight,0.2
60835,California,FRESNO,NOT APPLICABLE,36.16247778,-120.1817111,2019,5,May,12,Sunday,9,Interstate,Interstate,2,6,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60836,California,FRESNO,NOT APPLICABLE,36.39999722,-120.1397722,2019,5,May,13,Monday,8,Principal Arterial - Other,State Highway,1,4,0,2,Double,0,Front-to-Front,Daylight,0.25
60837,California,VENTURA,NOT APPLICABLE,34.26690833,-119.1440306,2019,4,April,1,Monday,20,Principal Arterial - Other,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60838,California,TUOLUMNE,NOT APPLICABLE,37.96515556,-120.3937028,2019,2,February,15,Friday,18,Principal Arterial - Other,State Highway,1,2,1,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
60839,California,MERCED,NOT APPLICABLE,37.30178056,-120.3069806,2019,5,May,25,Saturday,12,Principal Arterial - Other,State Highway,1,2,0,2,Double,1,Front-to-Rear ,Daylight,0.5
60840,California,LOS ANGELES,MONTEREY PARK,34.05581944,-118.1647278,2019,2,February,14,Thursday,9,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60841,California,SAN DIEGO,NOT APPLICABLE,33.04868889,-116.8138667,2019,3,March,17,Sunday,12,Major Collector,County Road,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60842,California,SANTA CLARA,NOT APPLICABLE,37.06996667,-121.6679306,2019,6,June,17,Monday,21,Local,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60843,California,SANTA BARBARA,NOT APPLICABLE,34.47183056,-119.7779972,2019,1,January,13,Sunday,1,Principal Arterial - Other Freeways and Expressways,State Highway,1,3,0,2,Double,1,Front-to-Front,Dark - Not Lighted,0.333333333
60844,California,YOLO,NOT APPLICABLE,38.63502222,-121.8026889,2019,3,March,23,Saturday,20,Principal Arterial - Other,County Road,1,6,0,2,Double,2,Front-to-Front,Dark - Not Lighted,0.166666667
60845,California,SAN DIEGO,NOT APPLICABLE,32.77315833,-116.4920111,2019,3,March,20,Wednesday,17,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60846,California,SANTA CLARA,NOT APPLICABLE,37.07931111,-121.6070917,2019,6,June,4,Tuesday,21,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60847,California,SAN JOAQUIN,STOCKTON,37.91126667,-121.2975139,2019,3,March,11,Monday,7,Major Collector,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60848,California,RIVERSIDE,HEMET,33.76915833,-116.9892722,2019,6,June,9,Sunday,18,Minor Arterial,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
60849,California,RIVERSIDE,RIVERSIDE,33.93246389,-117.4413139,2019,4,April,5,Friday,10,Minor Arterial,Unknown,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
60850,California,ORANGE,SANTA ANA,33.71584722,-117.8462167,2019,1,January,18,Friday,22,Principal Arterial - Other,Local Street - Municipality,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60851,California,SAN JOAQUIN,STOCKTON,37.94596667,-121.2994028,2019,3,March,29,Friday,13,Major Collector,Unknown,1,4,2,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.25
60852,California,SAN FRANCISCO,SAN FRANCISCO,37.78446389,-122.4725972,2019,6,June,24,Monday,3,Principal Arterial - Other,Unknown,1,3,0,2,Double,1,Angle ,Dark - Lighted,0.333333333
60853,California,ORANGE,SANTA ANA HEIGHTS,33.71601111,-117.8620417,2019,2,February,10,Sunday,5,Principal Arterial - Other,Local Street - Municipality,1,2,0,2,Double,1,Front-to-Front,Dark - Lighted,0.5
60854,California,FRESNO,MENDOTA,36.75187222,-120.3867944,2019,4,April,29,Monday,21,Minor Arterial,State Highway,1,4,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.25
60855,California,LOS ANGELES,LOS ANGELES,34.30866944,-118.4542333,2019,6,June,16,Sunday,0,Local,Local Street - Municipality,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60856,California,LOS ANGELES,LOS ANGELES,34.22832222,-118.4764028,2019,6,June,16,Sunday,5,Minor Arterial,Unknown,1,6,0,3,Multiple,0,Angle ,Dawn,0.166666667
60857,California,SACRAMENTO,SACRAMENTO,38.61341389,-121.5108306,2019,6,June,1,Saturday,4,Interstate,Interstate,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60858,California,LOS ANGELES,LOS ANGELES,34.32443889,-118.5013083,2019,5,May,5,Sunday,7,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60859,California,CONTRA COSTA,RICHMOND,37.99001111,-122.3286472,2019,4,April,13,Saturday,10,Principal Arterial - Other Freeways and Expressways,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60860,California,SAN MATEO,BELMONT,37.51396389,-122.2685167,2019,5,May,3,Friday,6,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,1
60861,California,SAN JOAQUIN,STOCKTON,38.00162778,-121.292275,2019,4,April,17,Wednesday,2,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60862,California,SAN FRANCISCO,SAN FRANCISCO,37.77847222,-122.4099806,2019,4,April,23,Tuesday,12,Minor Arterial,Unknown,1,3,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60863,California,LOS ANGELES,GARDENA,33.90193056,-118.3071056,2019,5,May,4,Saturday,22,Principal Arterial - Other,Unknown,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
60864,California,RIVERSIDE,MORENO VALLEY,33.91913611,-117.2437361,2019,3,March,29,Friday,23,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60865,California,CONTRA COSTA,CONCORD,37.96180833,-121.9333306,2019,5,May,19,Sunday,0,Principal Arterial - Other,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60866,California,SAN JOAQUIN,STOCKTON,38.02861111,-121.2588417,2019,4,April,4,Thursday,5,Local,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,1
60867,California,SAN MATEO,MENLO PARK,37.49142222,-122.137,2019,4,April,20,Saturday,3,Principal Arterial - Other,U.S. Highway,1,2,0,2,Double,1,Front-to-Rear ,Dark - Lighted,0.5
60868,California,LOS ANGELES,POMONA,34.08453611,-117.7622083,2019,5,May,7,Tuesday,16,Minor Arterial,Unknown,1,4,0,2,Double,2,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.25
60869,California,RIVERSIDE,MORENO VALLEY,33.94666389,-117.2264361,2019,5,May,19,Sunday,2,Minor Arterial,Unknown,1,3,0,2,Double,1,Angle ,Dark - Unknown Lighting,0.333333333
60870,California,SAN FRANCISCO,SAN FRANCISCO,37.78525,-122.3922111,2019,1,January,7,Monday,23,Interstate,Interstate,1,5,1,5,Multiple,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.2
60871,California,SAN DIEGO,SAN DIEGO,32.73223333,-117.1548889,2019,3,March,23,Saturday,2,Principal Arterial - Other,State Highway,1,4,0,2,Double,1,Front-to-Rear ,Dark - Not Lighted,0.25
60872,California,RIVERSIDE,MENIFEE,33.63907778,-117.1709611,2019,4,April,27,Saturday,4,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60873,California,LOS ANGELES,LANCASTER,34.71851667,-118.2545194,2019,6,June,16,Sunday,12,Minor Arterial,Unknown,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
60874,California,ALAMEDA,LIVERMORE,37.68852222,-121.8056,2019,5,May,30,Thursday,3,Principal Arterial - Other,State Highway,1,2,0,2,Double,1,Front-to-Rear ,Dark - Lighted,0.5
60875,California,LOS ANGELES,LOS ANGELES,34.16487222,-118.4042028,2019,6,June,17,Monday,5,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,1
60876,California,LOS ANGELES,LANCASTER,34.68062778,-118.1426611,2019,6,June,12,Wednesday,19,Local,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
60877,California,RIVERSIDE,RIVERSIDE,33.942725,-117.4322611,2019,6,June,26,Wednesday,22,Minor Arterial,Unknown,1,3,0,2,Double,0,Front-to-Rear ,Dark - Lighted,0.333333333
60878,California,SANTA CLARA,NOT APPLICABLE,37.36270278,-121.7550528,2019,7,July,4,Thursday,23,Major Collector,State Highway,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60879,California,KERN,NOT APPLICABLE,34.98597778,-119.3925639,2019,5,May,1,Wednesday,17,Minor Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60880,California,ORANGE,HUNTINGTON BEACH,33.6608,-118.0068778,2019,6,June,30,Sunday,18,Principal Arterial - Other,State Highway,1,3,0,4,Multiple,1,Sideswipe - Same Direction,Daylight,0.333333333
60881,California,SAN JOAQUIN,STOCKTON,37.94028056,-121.2782472,2019,5,May,2,Thursday,5,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60882,California,ALAMEDA,HAYWARD,37.65415833,-122.0616056,2019,1,January,7,Monday,3,Minor Arterial,Unknown,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60883,California,SAN BERNARDINO,SAN BERNARDINO,34.19126944,-117.3597806,2019,4,April,15,Monday,2,Minor Arterial,Unknown,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
60884,California,ORANGE,SANTA ANA,33.72699444,-117.8564583,2019,4,April,24,Wednesday,0,Minor Arterial,Unknown,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60885,California,MERCED,NOT APPLICABLE,37.03234444,-120.8359667,2019,6,June,23,Sunday,23,Minor Arterial,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60886,California,STANISLAUS,NOT APPLICABLE,37.66252222,-120.7846861,2019,5,May,4,Saturday,21,Major Collector,Unknown,1,3,0,2,Double,1,Front-to-Front,Dark - Not Lighted,0.333333333
60887,California,SUTTER,NOT APPLICABLE,39.22654722,-121.6435917,2019,6,June,30,Sunday,16,Principal Arterial - Other Freeways and Expressways,State Highway,1,12,0,5,Multiple,0,Front-to-Rear ,Daylight,0.083333333
60888,California,IMPERIAL,NOT APPLICABLE,32.97451111,-115.3645861,2019,5,May,1,Wednesday,23,Minor Arterial,State Highway,1,2,0,2,Double,1,Front-to-Front,Dark - Not Lighted,0.5
60889,California,MODOC,NOT APPLICABLE,41.377325,-120.9507306,2019,7,July,4,Thursday,9,Minor Arterial,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60890,California,SACRAMENTO,NOT APPLICABLE,38.59605278,-121.4078083,2019,5,May,22,Wednesday,23,Principal Arterial - Other,County Road,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60891,California,SAN BERNARDINO,BARSTOW,34.88467222,-116.9864167,2019,4,April,20,Saturday,5,Interstate,Interstate,1,3,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.333333333
60892,California,RIVERSIDE,CORONA,33.87924444,-117.6561,2019,5,May,13,Monday,2,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,1,2,Double,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60893,California,SAN BERNARDINO,NOT APPLICABLE,34.72917778,-117.4111139,2019,7,July,7,Sunday,99,Major Collector,County Road,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60894,California,MARIN,NOVATO,38.10377222,-122.5725,2019,5,May,30,Thursday,21,Principal Arterial - Other,Unknown,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60895,California,CONTRA COSTA,MARTINEZ,38.01488611,-122.1377944,2019,1,January,7,Monday,20,Local,Local Street - Municipality,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60896,California,CONTRA COSTA,ANTIOCH,37.96178333,-121.7624389,2019,1,January,11,Friday,21,Principal Arterial - Other,Unknown,2,6,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.333333333
60897,California,ORANGE,HUNTINGTON BEACH,33.67950833,-117.9677972,2019,3,March,5,Tuesday,6,Minor Arterial,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60899,California,SONOMA,NOT APPLICABLE,38.77525,-122.9735167,2019,2,February,5,Tuesday,0,Major Collector,Unknown,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60900,California,SONOMA,NOT APPLICABLE,38.4963,-122.7592472,2019,5,May,10,Friday,4,Major Collector,Unknown,1,2,0,2,Double,1,Front-to-Front,Dark - Lighted,0.5
60901,California,RIVERSIDE,NOT APPLICABLE,33.7664,-116.3099611,2019,6,June,23,Sunday,14,Local,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60902,California,VENTURA,NOT APPLICABLE,34.69975833,-119.3741444,2019,5,May,29,Wednesday,12,Minor Arterial,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60903,California,VENTURA,NOT APPLICABLE,34.69968333,-119.3740972,2019,5,May,29,Wednesday,12,Minor Arterial,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60904,California,STANISLAUS,NOT APPLICABLE,37.62281667,-120.9861028,2019,6,June,17,Monday,4,Principal Arterial - Other,Unknown,1,2,0,2,Double,0,Angle ,Dark - Lighted,0.5
60905,California,TULARE,Unknown,35.92127222,-119.2819389,2019,3,March,13,Wednesday,0,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60906,California,PLACER,NOT APPLICABLE,38.99852778,-120.9181611,2019,3,March,26,Tuesday,15,Major Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60907,California,SAN DIEGO,NOT APPLICABLE,33.20438056,-117.0234917,2019,5,May,9,Thursday,8,Minor Collector,County Road,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60908,California,SAN DIEGO,NOT APPLICABLE,33.39400556,-117.2005639,2019,5,May,25,Saturday,13,Minor Arterial,County Road,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60909,California,LOS ANGELES,LOS ANGELES,33.93146111,-118.4256167,2019,6,June,12,Wednesday,16,Principal Arterial - Other,Local Street - Municipality,1,3,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60910,California,SAN DIEGO,LEMON GROVE,32.73515556,-117.0473361,2019,5,May,3,Friday,18,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60911,California,RIVERSIDE,COACHELLA,33.69643333,-116.1883944,2019,5,May,17,Friday,18,Principal Arterial - Other,Unknown,2,3,0,2,Double,0,Angle ,Daylight,0.666666667
60912,California,SAN DIEGO,NOT APPLICABLE,33.38460278,-117.2487528,2019,5,May,15,Wednesday,4,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60913,California,COLUSA,NOT APPLICABLE,39.11909444,-122.292875,2019,6,June,27,Thursday,13,Principal Arterial - Other,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60914,California,SACRAMENTO,NOT APPLICABLE,38.60186389,-121.2767278,2019,4,April,3,Wednesday,8,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,7,0,3,Multiple,0,Front-to-Rear ,Daylight,0.142857143
60915,California,RIVERSIDE,NOT APPLICABLE,33.93291389,-117.0305639,2019,5,May,8,Wednesday,12,Principal Arterial - Other,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60916,California,SAN DIEGO,NOT APPLICABLE,33.21018056,-116.4790389,2019,3,March,28,Thursday,12,Major Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60918,California,LOS ANGELES,CLAREMONT,34.08181667,-117.7210833,2019,3,March,24,Sunday,1,Interstate,Interstate,1,16,0,8,Multiple,0,Front-to-Rear ,Dark - Lighted,0.0625
60919,California,LOS ANGELES,LOS ANGELES,34.25476111,-118.4278444,2019,6,June,18,Tuesday,21,Principal Arterial - Other,Unknown,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60921,California,BUTTE,NOT APPLICABLE,39.661075,-121.6293694,2019,7,July,11,Thursday,13,Principal Arterial - Other Freeways and Expressways,State Highway,1,3,0,3,Multiple,0,Front-to-Front,Daylight,0.333333333
60922,California,SACRAMENTO,NOT APPLICABLE,38.61010833,-121.3521528,2019,6,June,1,Saturday,20,Principal Arterial - Other,Unknown,1,4,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dusk,0.25
60923,California,SONOMA,SANTA ROSA,38.52441667,-122.7783361,2019,4,April,20,Saturday,23,Minor Arterial,County Road,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60924,California,SAN DIEGO,NOT APPLICABLE,33.25498056,-116.794525,2019,5,May,21,Tuesday,16,Minor Arterial,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60925,California,INYO,NOT APPLICABLE,35.96759167,-117.9187694,2019,6,June,27,Thursday,10,Principal Arterial - Other,U.S. Highway,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
60926,California,KERN,NOT APPLICABLE,35.41636667,-119.0344444,2019,4,April,21,Sunday,20,Local,Unknown,1,4,0,2,Double,0,Angle ,Dark - Lighted,0.25
60927,California,LOS ANGELES,CARSON,33.87377222,-118.2559278,2019,4,April,2,Tuesday,15,Principal Arterial - Other Freeways and Expressways,State Highway,1,6,0,5,Multiple,0,Sideswipe - Same Direction,Daylight,0.166666667
60928,California,ORANGE,HUNTINGTON BEACH,33.73266667,-117.9885417,2019,5,May,26,Sunday,1,Interstate,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60929,California,SANTA CLARA,PALO ALTO,37.45302778,-122.1280417,2019,6,June,16,Sunday,2,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,2,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.5
60930,California,SAN BERNARDINO,VICTORVILLE,34.51711389,-117.3205,2019,7,July,2,Tuesday,3,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60931,California,MENDOCINO,NOT APPLICABLE,38.914725,-123.0557389,2019,5,May,28,Tuesday,99,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60932,California,NAPA,NOT APPLICABLE,38.53863611,-122.2356444,2019,6,June,22,Saturday,11,Major Collector,Unknown,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
60933,California,ALAMEDA,OAKLAND,37.74000556,-122.1437778,2019,5,May,7,Tuesday,14,Interstate,Interstate,1,2,0,2,Double,0,Sideswipe - Same Direction,Daylight,0.5
60934,California,LOS ANGELES,CLAREMONT,34.12036111,-117.7009,2019,4,April,22,Monday,1,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60935,California,IMPERIAL,NOT APPLICABLE,32.773675,-115.5398417,2019,1,January,7,Monday,21,Interstate,Interstate,2,2,0,2,Double,1,Front-to-Front,Dark - Not Lighted,1
60936,California,SAN DIEGO,NOT APPLICABLE,32.70901667,-116.9842139,2019,5,May,1,Wednesday,6,Minor Arterial,County Road,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60937,California,SANTA CLARA,NOT APPLICABLE,37.00389722,-121.6807694,2019,5,May,8,Wednesday,5,Major Collector,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,1
60938,California,SACRAMENTO,FOLSOM,38.6854,-121.1785333,2019,6,June,7,Friday,10,Principal Arterial - Other,Unknown,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
60939,California,SACRAMENTO,FOLSOM,38.64765,-121.1683583,2019,6,June,3,Monday,6,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60940,California,LOS ANGELES,LOS ANGELES,34.07907222,-118.43375,2019,6,June,14,Friday,10,Principal Arterial - Other,Unknown,1,1,1,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60941,California,TULARE,TULARE,36.20930833,-119.3627889,2019,6,June,9,Sunday,14,Local,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60942,California,SAN JOAQUIN,NOT APPLICABLE,37.73974444,-121.373325,2019,6,June,27,Thursday,11,Principal Arterial - Other Freeways and Expressways,State Highway,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
60943,California,SAN JOAQUIN,NOT APPLICABLE,37.75837222,-121.3425111,2019,7,July,3,Wednesday,0,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60944,California,KERN,NOT APPLICABLE,35.05822222,-119.3653278,2019,7,July,3,Wednesday,13,Minor Arterial,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
